#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0016              0.7750              2.8274              0.0700            149.7944
              0.0016              0.3000              2.8274              0.0750            109.3627
              0.0016              0.3250              2.8274              0.0750             82.8438
              0.0016              0.3500              2.8274              0.0750             64.2627
              0.0016              0.3750              2.8274              0.0750             52.1948
              0.0016              0.4000              2.8274              0.0750             45.1763
              0.0016              0.4250              2.8274              0.0750             41.7905
              0.0016              0.4500              2.8274              0.0750             40.7427
              0.0016              0.4750              2.8274              0.0750             40.9353
              0.0016              0.5000              2.8274              0.0750             41.5339
              0.0016              0.5250              2.8274              0.0750             42.0188
              0.0016              0.5500              2.8274              0.0750             42.2158
              0.0016              0.5750              2.8274              0.0750             42.3049
              0.0016              0.6000              2.8274              0.0750             42.7981
              0.0016              0.6250              2.8274              0.0750             44.5152
              0.0016              0.6500              2.8274              0.0750             48.5146
              0.0016              0.6750              2.8274              0.0750             56.0165
              0.0016              0.7000              2.8274              0.0750             68.3501
              0.0016              0.7250              2.8274              0.0750             86.8642
              0.0016              0.7500              2.8274              0.0750            112.8463
              0.0016              0.7750              2.8274              0.0750            147.5341
              0.0017              0.3000              2.8274              0.0000             68.4941
              0.0017              0.3250              2.8274              0.0000             46.4888
              0.0017              0.3500              2.8274              0.0000             31.4988
              0.0017              0.3750              2.8274              0.0000             22.0739
              0.0017              0.4000              2.8274              0.0000             16.7749
              0.0017              0.4250              2.8274              0.0000             14.2857
              0.0017              0.4500              2.8274              0.0000             13.4897
              0.0017              0.4750              2.8274              0.0000             13.5500
              0.0017              0.5000              2.8274              0.0000             13.9702
              0.0017              0.5250              2.8274              0.0000             14.6330
              0.0017              0.5500              2.8274              0.0000             15.8108
              0.0017              0.5750              2.8274              0.0000             18.1469
              0.0017              0.6000              2.8274              0.0000             22.6108
              0.0017              0.6250              2.8274              0.0000             30.4309
              0.0017              0.6500              2.8274              0.0000             43.0131
              0.0017              0.6750              2.8274              0.0000             61.8513
              0.0017              0.7000              2.8274              0.0000             88.4399
              0.0017              0.7250              2.8274              0.0000            124.1965
              0.0017              0.7500              2.8274              0.0000            170.3869
              0.0017              0.7750              2.8274              0.0000            228.0809
              0.0017              0.3000              2.8274              0.0050             69.9683
              0.0017              0.3250              2.8274              0.0050             47.5145
              0.0017              0.3500              2.8274              0.0050             32.2266
              0.0017              0.3750              2.8274              0.0050             22.6507
              0.0017              0.4000              2.8274              0.0050             17.3320
              0.0017              0.4250              2.8274              0.0050             14.9267
              0.0017              0.4500              2.8274              0.0050             14.2769
              0.0017              0.4750              2.8274              0.0050             14.4913
              0.0017              0.5000              2.8274              0.0050             15.0076
              0.0017              0.5250              2.8274              0.0050             15.6339
              0.0017              0.5500              2.8274              0.0050             16.5634
              0.0017              0.5750              2.8274              0.0050             18.3609
              0.0017              0.6000              2.8274              0.0050             21.9227
              0.0017              0.6250              2.8274              0.0050             28.4137
              0.0017              0.6500              2.8274              0.0050             39.1896
              0.0017              0.6750              2.8274              0.0050             55.7103
              0.0017              0.7000              2.8274              0.0050             79.4559
              0.0017              0.7250              2.8274              0.0050            111.8392
              0.0017              0.7500              2.8274              0.0050            154.1441
              0.0017              0.7750              2.8274              0.0050            207.4911
              0.0017              0.3000              2.8274              0.0100             71.8405
              0.0017              0.3250              2.8274              0.0100             49.0052
              0.0017              0.3500              2.8274              0.0100             33.4657
              0.0017              0.3750              2.8274              0.0100             23.7672
              0.0017              0.4000              2.8274              0.0100             18.4464
              0.0017              0.4250              2.8274              0.0100             16.1418
              0.0017              0.4500              2.8274              0.0100             15.6681
              0.0017              0.4750              2.8274              0.0100             16.0960
              0.0017              0.5000              2.8274              0.0100             16.8164
              0.0017              0.5250              2.8274              0.0100             17.5837
              0.0017              0.5500              2.8274              0.0100             18.5332
              0.0017              0.5750              2.8274              0.0100             20.1709
              0.0017              0.6000              2.8274              0.0100             23.3372
              0.0017              0.6250              2.8274              0.0100             29.1478
              0.0017              0.6500              2.8274              0.0100             38.9180
              0.0017              0.6750              2.8274              0.0100             54.0793
              0.0017              0.7000              2.8274              0.0100             76.0956
              0.0017              0.7250              2.8274              0.0100            106.3719
              0.0017              0.7500              2.8274              0.0100            146.2138
              0.0017              0.7750              2.8274              0.0100            196.7497
              0.0017              0.3000              2.8274              0.0150             73.8358
              0.0017              0.3250              2.8274              0.0150             50.6562
              0.0017              0.3500              2.8274              0.0150             34.8741
              0.0017              0.3750              2.8274              0.0150             25.0349
              0.0017              0.4000              2.8274              0.0150             19.6704
              0.0017              0.4250              2.8274              0.0150             17.4066
              0.0017              0.4500              2.8274              0.0150             17.0384
              0.0017              0.4750              2.8274              0.0150             17.6085
              0.0017              0.5000              2.8274              0.0150             18.4730
              0.0017              0.5250              2.8274              0.0150             19.3452
              0.0017              0.5500              2.8274              0.0150             20.3158
              0.0017              0.5750              2.8274              0.0150             21.8454
              0.0017              0.6000              2.8274              0.0150             24.7303
              0.0017              0.6250              2.8274              0.0150             30.0470
              0.0017              0.6500              2.8274              0.0150             39.0784
              0.0017              0.6750              2.8274              0.0150             53.2339
              0.0017              0.7000              2.8274              0.0150             73.9541
              0.0017              0.7250              2.8274              0.0150            102.6562
              0.0017              0.7500              2.8274              0.0150            140.6444
              0.0017              0.7750              2.8274              0.0150            189.0467
              0.0017              0.3000              2.8274              0.0200             75.9228
              0.0017              0.3250              2.8274              0.0200             52.4135
              0.0017              0.3500              2.8274              0.0200             36.3830
              0.0017              0.3750              2.8274              0.0200             26.3778
              0.0017              0.4000              2.8274              0.0200             20.9264
              0.0017              0.4250              2.8274              0.0200             18.6464
              0.0017              0.4500              2.8274              0.0200             18.3172
              0.0017              0.4750              2.8274              0.0200             18.9600
              0.0017              0.5000              2.8274              0.0200             19.9031
              0.0017              0.5250              2.8274              0.0200             20.8271
              0.0017              0.5500              2.8274              0.0200             21.7866
              0.0017              0.5750              2.8274              0.0200             23.2047
              0.0017              0.6000              2.8274              0.0200             25.8418
              0.0017              0.6250              2.8274              0.0200             30.7412
              0.0017              0.6500              2.8274              0.0200             39.1587
              0.0017              0.6750              2.8274              0.0200             52.4797
              0.0017              0.7000              2.8274              0.0200             72.1414
              0.0017              0.7250              2.8274              0.0200             99.5521
              0.0017              0.7500              2.8274              0.0200            136.0077
              0.0017              0.7750              2.8274              0.0200            182.6608
              0.0017              0.3000              2.8274              0.0250             78.0817
              0.0017              0.3250              2.8274              0.0250             54.2438
              0.0017              0.3500              2.8274              0.0250             37.9616
              0.0017              0.3750              2.8274              0.0250             27.7692
              0.0017              0.4000              2.8274              0.0250             22.1983
              0.0017              0.4250              2.8274              0.0250             19.8596
              0.0017              0.4500              2.8274              0.0250             19.5206
              0.0017              0.4750              2.8274              0.0250             20.1851
              0.0017              0.5000              2.8274              0.0250             21.1580
              0.0017              0.5250              2.8274              0.0250             22.0926
              0.0017              0.5500              2.8274              0.0250             23.0129
              0.0017              0.5750              2.8274              0.0250             24.3101
              0.0017              0.6000              2.8274              0.0250             26.7131
              0.0017              0.6250              2.8274              0.0250             31.2369
              0.0017              0.6500              2.8274              0.0250             39.1145
              0.0017              0.6750              2.8274              0.0250             51.7076
              0.0017              0.7000              2.8274              0.0250             70.4470
              0.0017              0.7250              2.8274              0.0250             96.7343
              0.0017              0.7500              2.8274              0.0250            131.8669
              0.0017              0.7750              2.8274              0.0250            177.0056
              0.0017              0.3000              2.8274              0.0300             80.2982
              0.0017              0.3250              2.8274              0.0300             56.1395
              0.0017              0.3500              2.8274              0.0300             39.5945
              0.0017              0.3750              2.8274              0.0300             29.1996
              0.0017              0.4000              2.8274              0.0300             23.4857
              0.0017              0.4250              2.8274              0.0300             21.0585
              0.0017              0.4500              2.8274              0.0300             20.6757
              0.0017              0.4750              2.8274              0.0300             21.3259
              0.0017              0.5000              2.8274              0.0300             22.2946
              0.0017              0.5250              2.8274              0.0300             23.2109
              0.0017              0.5500              2.8274              0.0300             24.0719
              0.0017              0.5750              2.8274              0.0300             25.2406
              0.0017              0.6000              2.8274              0.0300             27.4182
              0.0017              0.6250              2.8274              0.0300             31.5936
              0.0017              0.6500              2.8274              0.0300             38.9749
              0.0017              0.6750              2.8274              0.0300             50.9155
              0.0017              0.7000              2.8274              0.0300             68.8308
              0.0017              0.7250              2.8274              0.0300             94.1066
              0.0017              0.7500              2.8274              0.0300            128.0545
              0.0017              0.7750              2.8274              0.0300            171.8375
              0.0017              0.3000              2.8274              0.0350             82.5624
              0.0017              0.3250              2.8274              0.0350             58.0854
              0.0017              0.3500              2.8274              0.0350             41.2734
              0.0017              0.3750              2.8274              0.0350             30.6655
              0.0017              0.4000              2.8274              0.0350             24.7925
              0.0017              0.4250              2.8274              0.0350             22.2560
              0.0017              0.4500              2.8274              0.0350             21.8054
              0.0017              0.4750              2.8274              0.0350             22.4165
              0.0017              0.5000              2.8274              0.0350             23.3572
              0.0017              0.5250              2.8274              0.0350             24.2352
              0.0017              0.5500              2.8274              0.0350             25.0237
              0.0017              0.5750              2.8274              0.0350             26.0599
              0.0017              0.6000              2.8274              0.0350             28.0195
              0.0017              0.6250              2.8274              0.0350             31.8687
              0.0017              0.6500              2.8274              0.0350             38.7921
              0.0017              0.6750              2.8274              0.0350             50.1302
              0.0017              0.7000              2.8274              0.0350             67.2865
              0.0017              0.7250              2.8274              0.0350             91.6413
              0.0017              0.7500              2.8274              0.0350            124.5064
              0.0017              0.7750              2.8274              0.0350            167.0504
              0.0017              0.3000              2.8274              0.0400             84.8677
              0.0017              0.3250              2.8274              0.0400             60.0752
              0.0017              0.3500              2.8274              0.0400             42.9940
              0.0017              0.3750              2.8274              0.0400             32.1663
              0.0017              0.4000              2.8274              0.0400             26.1231
              0.0017              0.4250              2.8274              0.0400             23.4629
              0.0017              0.4500              2.8274              0.0400             22.9280
              0.0017              0.4750              2.8274              0.0400             23.4826
              0.0017              0.5000              2.8274              0.0400             24.3791
              0.0017              0.5250              2.8274              0.0400             25.2059
              0.0017              0.5500              2.8274              0.0400             25.9140
              0.0017              0.5750              2.8274              0.0400             26.8170
              0.0017              0.6000              2.8274              0.0400             28.5670
              0.0017              0.6250              2.8274              0.0400             32.1088
              0.0017              0.6500              2.8274              0.0400             38.6056
              0.0017              0.6750              2.8274              0.0400             49.3848
              0.0017              0.7000              2.8274              0.0400             65.8389
              0.0017              0.7250              2.8274              0.0400             89.3421
              0.0017              0.7500              2.8274              0.0400            121.2064
              0.0017              0.7750              2.8274              0.0400            162.6046
              0.0017              0.3000              2.8274              0.0450             87.2098
              0.0017              0.3250              2.8274              0.0450             62.1049
              0.0017              0.3500              2.8274              0.0450             44.7572
              0.0017              0.3750              2.8274              0.0450             33.7022
              0.0017              0.4000              2.8274              0.0450             27.4814
              0.0017              0.4250              2.8274              0.0450             24.6877
              0.0017              0.4500              2.8274              0.0450             24.0572
              0.0017              0.4750              2.8274              0.0450             24.5438
              0.0017              0.5000              2.8274              0.0450             25.3856
              0.0017              0.5250              2.8274              0.0450             26.1534
              0.0017              0.5500              2.8274              0.0450             26.7776
              0.0017              0.5750              2.8274              0.0450             27.5500
              0.0017              0.6000              2.8274              0.0450             29.1006
              0.0017              0.6250              2.8274              0.0450             32.3504
              0.0017              0.6500              2.8274              0.0450             38.4528
              0.0017              0.6750              2.8274              0.0450             48.7164
              0.0017              0.7000              2.8274              0.0450             64.5134
              0.0017              0.7250              2.8274              0.0450             87.2256
              0.0017              0.7500              2.8274              0.0450            118.1586
              0.0017              0.7750              2.8274              0.0450            158.4905
              0.0017              0.3000              2.8274              0.0500             89.5862
              0.0017              0.3250              2.8274              0.0500             64.1720
              0.0017              0.3500              2.8274              0.0500             46.5547
              0.0017              0.3750              2.8274              0.0500             35.2734
              0.0017              0.4000              2.8274              0.0500             28.8706
              0.0017              0.4250              2.8274              0.0500             25.9371
              0.0017              0.4500              2.8274              0.0500             25.2036
              0.0017              0.4750              2.8274              0.0500             25.6148
              0.0017              0.5000              2.8274              0.0500             26.3959
              0.0017              0.5250              2.8274              0.0500             27.1010
              0.0017              0.5500              2.8274              0.0500             27.6416
              0.0017              0.5750              2.8274              0.0500             28.2888
              0.0017              0.6000              2.8274              0.0500             29.6518
              0.0017              0.6250              2.8274              0.0500             32.6316
              0.0017              0.6500              2.8274              0.0500             38.3643
              0.0017              0.6750              2.8274              0.0500             48.1444
              0.0017              0.7000              2.8274              0.0500             63.3335
              0.0017              0.7250              2.8274              0.0500             85.3079
              0.0017              0.7500              2.8274              0.0500            115.3721
              0.0017              0.7750              2.8274              0.0500            154.7074
              0.0017              0.3000              2.8274              0.0550             91.9901
              0.0017              0.3250              2.8274              0.0550             66.2748
              0.0017              0.3500              2.8274              0.0550             48.3886
              0.0017              0.3750              2.8274              0.0550             36.8799
              0.0017              0.4000              2.8274              0.0550             30.2924
              0.0017              0.4250              2.8274              0.0550             27.2153
              0.0017              0.4500              2.8274              0.0550             26.3745
              0.0017              0.4750              2.8274              0.0550             26.7065
              0.0017              0.5000              2.8274              0.0550             27.4240
              0.0017              0.5250              2.8274              0.0550             28.0661
              0.0017              0.5500              2.8274              0.0550             28.5262
              0.0017              0.5750              2.8274              0.0550             29.0559
              0.0017              0.6000              2.8274              0.0550             30.2454
              0.0017              0.6250              2.8274              0.0550             32.9739
              0.0017              0.6500              2.8274              0.0550             38.3635
              0.0017              0.6750              2.8274              0.0550             47.6940
              0.0017              0.7000              2.8274              0.0550             62.3165
              0.0017              0.7250              2.8274              0.0550             83.6018
              0.0017              0.7500              2.8274              0.0550            112.8526
              0.0017              0.7750              2.8274              0.0550            151.2396
              0.0017              0.3000              2.8274              0.0600             94.4318
              0.0017              0.3250              2.8274              0.0600             68.4117
              0.0017              0.3500              2.8274              0.0600             50.2575
              0.0017              0.3750              2.8274              0.0600             38.5212
              0.0017              0.4000              2.8274              0.0600             31.7476
              0.0017              0.4250              2.8274              0.0600             28.5249
              0.0017              0.4500              2.8274              0.0600             27.5748
              0.0017              0.4750              2.8274              0.0600             27.8260
              0.0017              0.5000              2.8274              0.0600             28.4799
              0.0017              0.5250              2.8274              0.0600             29.0611
              0.0017              0.5500              2.8274              0.0600             29.4459
              0.0017              0.5750              2.8274              0.0600             29.8674
              0.0017              0.6000              2.8274              0.0600             30.8944
              0.0017              0.6250              2.8274              0.0600             33.3942
              0.0017              0.6500              2.8274              0.0600             38.4702
              0.0017              0.6750              2.8274              0.0600             47.3785
              0.0017              0.7000              2.8274              0.0600             61.4721
              0.0017              0.7250              2.8274              0.0600             82.1118
              0.0017              0.7500              2.8274              0.0600            110.5986
              0.0017              0.7750              2.8274              0.0600            148.1049
              0.0017              0.3000              2.8274              0.0650             96.9048
              0.0017              0.3250              2.8274              0.0650             70.5813
              0.0017              0.3500              2.8274              0.0650             52.1580
              0.0017              0.3750              2.8274              0.0650             40.1959
              0.0017              0.4000              2.8274              0.0650             33.2358
              0.0017              0.4250              2.8274              0.0650             29.8669
              0.0017              0.4500              2.8274              0.0650             28.8071
              0.0017              0.4750              2.8274              0.0650             28.9778
              0.0017              0.5000              2.8274              0.0650             29.5698
              0.0017              0.5250              2.8274              0.0650             30.0940
              0.0017              0.5500              2.8274              0.0650             30.4102
              0.0017              0.5750              2.8274              0.0650             30.7336
              0.0017              0.6000              2.8274              0.0650             31.6146
              0.0017              0.6250              2.8274              0.0650             33.9026
              0.0017              0.6500              2.8274              0.0650             38.6848
              0.0017              0.6750              2.8274              0.0650             47.2037
              0.0017              0.7000              2.8274              0.0650             60.8023
              0.0017              0.7250              2.8274              0.0650             80.8352
              0.0017              0.7500              2.8274              0.0650            108.5884
              0.0017              0.7750              2.8274              0.0650            145.2878
              0.0017              0.3000              2.8274              0.0700             99.4085
              0.0017              0.3250              2.8274              0.0700             72.7857
              0.0017              0.3500              2.8274              0.0700             54.0918
              0.0017              0.3750              2.8274              0.0700             41.9023
              0.0017              0.4000              2.8274              0.0700             34.7557
              0.0017              0.4250              2.8274              0.0700             31.2409
              0.0017              0.4500              2.8274              0.0700             30.0721
              0.0017              0.4750              2.8274              0.0700             30.1639
              0.0017              0.5000              2.8274              0.0700             30.6971
              0.0017              0.5250              2.8274              0.0700             31.1691
              0.0017              0.5500              2.8274              0.0700             31.4243
              0.0017              0.5750              2.8274              0.0700             31.6603
              0.0017              0.6000              2.8274              0.0700             32.4092
              0.0017              0.6250              2.8274              0.0700             34.5031
              0.0017              0.6500              2.8274              0.0700             39.0134
              0.0017              0.6750              2.8274              0.0700             47.1688
              0.0017              0.7000              2.8274              0.0700             60.3022
              0.0017              0.7250              2.8274              0.0700             79.7619
              0.0017              0.7500              2.8274              0.0700            106.8308
              0.0017              0.7750              2.8274              0.0700            142.7372
              0.0017              0.3000              2.8274              0.0750            101.9418
              0.0017              0.3250              2.8274              0.0750             75.0159
              0.0017              0.3500              2.8274              0.0750             56.0551
              0.0017              0.3750              2.8274              0.0750             43.6380
              0.0017              0.4000              2.8274              0.0750             36.3053
              0.0017              0.4250              2.8274              0.0750             32.6453
              0.0017              0.4500              2.8274              0.0750             31.3689
              0.0017              0.4750              2.8274              0.0750             31.3843
              0.0017              0.5000              2.8274              0.0750             31.8625
              0.0017              0.5250              2.8274              0.0750             32.2880
              0.0017              0.5500              2.8274              0.0750             32.4899
              0.0017              0.5750              2.8274              0.0750             32.6476
              0.0017              0.6000              2.8274              0.0750             33.2788
              0.0017              0.6250              2.8274              0.0750             35.1951
              0.0017              0.6500              2.8274              0.0750             39.4531
              0.0017              0.6750              2.8274              0.0750             47.2677
              0.0017              0.7000              2.8274              0.0750             59.9618
              0.0017              0.7250              2.8274              0.0750             78.8768
              0.0017              0.7500              2.8274              0.0750            105.2928
              0.0017              0.7750              2.8274              0.0750            140.4393
              0.0018              0.3000              2.8274              0.0000             64.9755
              0.0018              0.3250              2.8274              0.0000             42.6522
              0.0018              0.3500              2.8274              0.0000             27.3667
              0.0018              0.3750              2.8274              0.0000             17.6753
              0.0018              0.4000              2.8274              0.0000             12.1458
              0.0018              0.4250              2.8274              0.0000              9.4680
              0.0018              0.4500              2.8274              0.0000              8.5308
              0.0018              0.4750              2.8274              0.0000              8.5015
              0.0018              0.5000              2.8274              0.0000              8.8865
              0.0018              0.5250              2.8274              0.0000              9.5700
              0.0018              0.5500              2.8274              0.0000             10.8235
              0.0018              0.5750              2.8274              0.0000             13.2885
              0.0018              0.6000              2.8274              0.0000             17.9309
              0.0018              0.6250              2.8274              0.0000             25.9739
              0.0018              0.6500              2.8274              0.0000             38.8176
              0.0018              0.6750              2.8274              0.0000             57.9491
              0.0018              0.7000              2.8274              0.0000             84.8560
              0.0018              0.7250              2.8274              0.0000            120.9485
              0.0018              0.7500              2.8274              0.0000            167.4855
              0.0018              0.7750              2.8274              0.0000            225.5300
              0.0018              0.3000              2.8274              0.0050             66.2608
              0.0018              0.3250              2.8274              0.0050             43.4767
              0.0018              0.3500              2.8274              0.0050             27.8740
              0.0018              0.3750              2.8274              0.0050             18.0047
              0.0018              0.4000              2.8274              0.0050             12.4210
              0.0018              0.4250              2.8274              0.0050              9.7857
              0.0018              0.4500              2.8274              0.0050              8.9476
              0.0018              0.4750              2.8274              0.0050              9.0211
              0.0018              0.5000              2.8274              0.0050              9.4490
              0.0018              0.5250              2.8274              0.0050             10.0429
              0.0018              0.5500              2.8274              0.0050             10.9986
              0.0018              0.5750              2.8274              0.0050             12.8811
              0.0018              0.6000              2.8274              0.0050             16.5856
              0.0018              0.6250              2.8274              0.0050             23.2741
              0.0018              0.6500              2.8274              0.0050             34.2980
              0.0018              0.6750              2.8274              0.0050             51.1118
              0.0018              0.7000              2.8274              0.0050             75.1888
              0.0018              0.7250              2.8274              0.0050            107.9350
              0.0018              0.7500              2.8274              0.0050            150.6263
              0.0018              0.7750              2.8274              0.0050            204.3756
              0.0018              0.3000              2.8274              0.0100             67.9537
              0.0018              0.3250              2.8274              0.0100             44.7804
              0.0018              0.3500              2.8274              0.0100             28.9146
              0.0018              0.3750              2.8274              0.0100             18.9074
              0.0018              0.4000              2.8274              0.0100             13.3026
              0.0018              0.4250              2.8274              0.0100             10.7456
              0.0018              0.4500              2.8274              0.0100             10.0581
              0.0018              0.4750              2.8274              0.0100             10.3177
              0.0018              0.5000              2.8274              0.0100             10.9214
              0.0018              0.5250              2.8274              0.0100             11.6285
              0.0018              0.5500              2.8274              0.0100             12.5777
              0.0018              0.5750              2.8274              0.0100             14.2769
              0.0018              0.6000              2.8274              0.0100             17.5663
              0.0018              0.6250              2.8274              0.0100             23.5597
              0.0018              0.6500              2.8274              0.0100             33.5692
              0.0018              0.6750              2.8274              0.0100             49.0209
              0.0018              0.7000              2.8274              0.0100             71.3726
              0.0018              0.7250              2.8274              0.0100            102.0223
              0.0018              0.7500              2.8274              0.0100            142.2675
              0.0018              0.7750              2.8274              0.0100            193.2282
              0.0018              0.3000              2.8274              0.0150             69.7757
              0.0018              0.3250              2.8274              0.0150             46.2560
              0.0018              0.3500              2.8274              0.0150             30.1433
              0.0018              0.3750              2.8274              0.0150             19.9887
              0.0018              0.4000              2.8274              0.0150             14.3309
              0.0018              0.4250              2.8274              0.0150             11.8033
              0.0018              0.4500              2.8274              0.0150             11.2081
              0.0018              0.4750              2.8274              0.0150             11.5955
              0.0018              0.5000              2.8274              0.0150             12.3279
              0.0018              0.5250              2.8274              0.0150             13.1244
              0.0018              0.5500              2.8274              0.0150             14.0798
              0.0018              0.5750              2.8274              0.0150             15.6571
              0.0018              0.6000              2.8274              0.0150             18.6532
              0.0018              0.6250              2.8274              0.0150             24.1431
              0.0018              0.6500              2.8274              0.0150             33.4066
              0.0018              0.6750              2.8274              0.0150             47.8482
              0.0018              0.7000              2.8274              0.0150             68.9025
              0.0018              0.7250              2.8274              0.0150             97.9793
              0.0018              0.7500              2.8274              0.0150            136.3748
              0.0018              0.7750              2.8274              0.0150            185.2084
              0.0018              0.3000              2.8274              0.0200             71.6940
              0.0018              0.3250              2.8274              0.0200             47.8451
              0.0018              0.3500              2.8274              0.0200             31.4829
              0.0018              0.3750              2.8274              0.0200             21.1597
              0.0018              0.4000              2.8274              0.0200             15.4111
              0.0018              0.4250              2.8274              0.0200             12.8617
              0.0018              0.4500              2.8274              0.0200             12.2988
              0.0018              0.4750              2.8274              0.0200             12.7511
              0.0018              0.5000              2.8274              0.0200             13.5538
              0.0018              0.5250              2.8274              0.0200             14.3933
              0.0018              0.5500              2.8274              0.0200             15.3289
              0.0018              0.5750              2.8274              0.0200             16.7864
              0.0018              0.6000              2.8274              0.0200             19.5268
              0.0018              0.6250              2.8274              0.0200             24.5924
              0.0018              0.6500              2.8274              0.0200             33.2357
              0.0018              0.6750              2.8274              0.0200             46.8407
              0.0018              0.7000              2.8274              0.0200             66.8289
              0.0018              0.7250              2.8274              0.0200             94.6106
              0.0018              0.7500              2.8274              0.0200            131.4706
              0.0018              0.7750              2.8274              0.0200            178.5526
              0.0018              0.3000              2.8274              0.0250             73.6877
              0.0018              0.3250              2.8274              0.0250             49.5114
              0.0018              0.3500              2.8274              0.0250             32.8976
              0.0018              0.3750              2.8274              0.0250             22.3866
              0.0018              0.4000              2.8274              0.0250             16.5168
