#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0031              0.6500              1.8850              0.0600             28.5674
              0.0031              0.6750              1.8850              0.0600             38.0653
              0.0031              0.7000              1.8850              0.0600             52.9091
              0.0031              0.7250              1.8850              0.0600             74.4458
              0.0031              0.7500              1.8850              0.0600            103.9398
              0.0031              0.7750              1.8850              0.0600            142.5508
              0.0031              0.3000              1.8850              0.0650             90.6818
              0.0031              0.3250              1.8850              0.0650             63.3085
              0.0031              0.3500              1.8850              0.0650             43.9534
              0.0031              0.3750              1.8850              0.0650             31.1825
              0.0031              0.4000              1.8850              0.0650             23.5322
              0.0031              0.4250              1.8850              0.0650             19.5848
              0.0031              0.4500              1.8850              0.0650             18.0506
              0.0031              0.4750              1.8850              0.0650             17.8448
              0.0031              0.5000              1.8850              0.0650             18.1562
              0.0031              0.5250              1.8850              0.0650             18.4977
              0.0031              0.5500              1.8850              0.0650             18.7363
              0.0031              0.5750              1.8850              0.0650             19.0981
              0.0031              0.6000              1.8850              0.0650             20.1469
              0.0031              0.6250              1.8850              0.0650             22.7426
              0.0031              0.6500              1.8850              0.0650             27.9782
              0.0031              0.6750              1.8850              0.0650             37.1060
              0.0031              0.7000              1.8850              0.0650             51.4604
              0.0031              0.7250              1.8850              0.0650             72.3805
              0.0031              0.7500              1.8850              0.0650            101.1321
              0.0031              0.7750              1.8850              0.0650            138.8616
              0.0031              0.3000              1.8850              0.0700             92.6760
              0.0031              0.3250              1.8850              0.0700             64.8637
              0.0031              0.3500              1.8850              0.0700             45.1233
              0.0031              0.3750              1.8850              0.0700             32.0257
              0.0031              0.4000              1.8850              0.0700             24.1102
              0.0031              0.4250              1.8850              0.0700             19.9590
              0.0031              0.4500              1.8850              0.0700             18.2785
              0.0031              0.4750              1.8850              0.0700             17.9764
              0.0031              0.5000              1.8850              0.0700             18.2289
              0.0031              0.5250              1.8850              0.0700             18.5329
              0.0031              0.5500              1.8850              0.0700             18.7360
              0.0031              0.5750              1.8850              0.0700             19.0425
              0.0031              0.6000              1.8850              0.0700             19.9936
              0.0031              0.6250              1.8850              0.0700             22.4271
              0.0031              0.6500              1.8850              0.0700             27.4154
              0.0031              0.6750              1.8850              0.0700             36.1946
              0.0031              0.7000              1.8850              0.0700             50.0853
              0.0031              0.7250              1.8850              0.0700             70.4144
              0.0031              0.7500              1.8850              0.0700             98.4562
              0.0031              0.7750              1.8850              0.0700            135.3462
              0.0031              0.3000              1.8850              0.0750             94.7044
              0.0031              0.3250              1.8850              0.0750             66.4457
              0.0031              0.3500              1.8850              0.0750             46.3129
              0.0031              0.3750              1.8850              0.0750             32.8818
              0.0031              0.4000              1.8850              0.0750             24.6947
              0.0031              0.4250              1.8850              0.0750             20.3340
              0.0031              0.4500              1.8850              0.0750             18.5024
              0.0031              0.4750              1.8850              0.0750             18.1000
              0.0031              0.5000              1.8850              0.0750             18.2912
              0.0031              0.5250              1.8850              0.0750             18.5573
              0.0031              0.5500              1.8850              0.0750             18.7268
              0.0031              0.5750              1.8850              0.0750             18.9827
              0.0031              0.6000              1.8850              0.0750             19.8440
              0.0031              0.6250              1.8850              0.0750             22.1265
              0.0031              0.6500              1.8850              0.0750             26.8826
              0.0031              0.6750              1.8850              0.0750             35.3314
              0.0031              0.7000              1.8850              0.0750             48.7822
              0.0031              0.7250              1.8850              0.0750             68.5477
              0.0031              0.7500              1.8850              0.0750             95.9040
              0.0031              0.7750              1.8850              0.0750            131.9855
              0.0032              0.3000              1.8850              0.0000             72.0388
              0.0032              0.3250              1.8850              0.0000             50.4037
              0.0032              0.3500              1.8850              0.0000             35.8286
              0.0032              0.3750              1.8850              0.0000             26.8191
              0.0032              0.4000              1.8850              0.0000             21.9066
              0.0032              0.4250              1.8850              0.0000             19.7345
              0.0032              0.4500              1.8850              0.0000             19.1523
              0.0032              0.4750              1.8850              0.0000             19.2968
              0.0032              0.5000              1.8850              0.0000             19.6575
              0.0032              0.5250              1.8850              0.0000             20.1174
              0.0032              0.5500              1.8850              0.0000             20.9631
              0.0032              0.5750              1.8850              0.0000             22.8655
              0.0032              0.6000              1.8850              0.0000             26.8309
              0.0032              0.6250              1.8850              0.0000             34.1300
              0.0032              0.6500              1.8850              0.0000             46.2107
              0.0032              0.6750              1.8850              0.0000             64.6037
              0.0032              0.7000              1.8850              0.0000             90.8320
              0.0032              0.7250              1.8850              0.0000            126.3261
              0.0032              0.7500              1.8850              0.0000            172.3589
              0.0032              0.7750              1.8850              0.0000            229.9942
              0.0032              0.3000              1.8850              0.0050             73.0056
              0.0032              0.3250              1.8850              0.0050             50.6846
              0.0032              0.3500              1.8850              0.0050             35.5474
              0.0032              0.3750              1.8850              0.0050             26.1055
              0.0032              0.4000              1.8850              0.0050             20.8844
              0.0032              0.4250              1.8850              0.0050             18.5114
              0.0032              0.4500              1.8850              0.0050             17.8077
              0.0032              0.4750              1.8850              0.0050             17.8701
              0.0032              0.5000              1.8850              0.0050             18.1375
              0.0032              0.5250              1.8850              0.0050             18.4331
              0.0032              0.5500              1.8850              0.0050             18.9791
              0.0032              0.5750              1.8850              0.0050             20.3798
              0.0032              0.6000              1.8850              0.0050             23.5786
              0.0032              0.6250              1.8850              0.0050             29.7893
              0.0032              0.6500              1.8850              0.0050             40.4132
              0.0032              0.6750              1.8850              0.0050             56.9468
              0.0032              0.7000              1.8850              0.0050             80.8923
              0.0032              0.7250              1.8850              0.0050            113.6729
              0.0032              0.7500              1.8850              0.0050            156.5667
              0.0032              0.7750              1.8850              0.0050            210.6536
              0.0032              0.3000              1.8850              0.0100             74.0091
              0.0032              0.3250              1.8850              0.0100             51.1970
              0.0032              0.3500              1.8850              0.0100             35.6827
              0.0032              0.3750              1.8850              0.0100             25.9799
              0.0032              0.4000              1.8850              0.0100             20.6093
              0.0032              0.4250              1.8850              0.0100             18.1851
              0.0032              0.4500              1.8850              0.0100             17.5067
              0.0032              0.4750              1.8850              0.0100             17.6393
              0.0032              0.5000              1.8850              0.0100             17.9815
              0.0032              0.5250              1.8850              0.0100             18.3101
              0.0032              0.5500              1.8850              0.0100             18.7955
              0.0032              0.5750              1.8850              0.0100             19.9901
              0.0032              0.6000              1.8850              0.0100             22.7865
              0.0032              0.6250              1.8850              0.0100             28.3537
              0.0032              0.6500              1.8850              0.0100             38.0556
              0.0032              0.6750              1.8850              0.0100             53.3614
              0.0032              0.7000              1.8850              0.0100             75.7569
              0.0032              0.7250              1.8850              0.0100            106.6597
              0.0032              0.7500              1.8850              0.0100            147.3529
              0.0032              0.7750              1.8850              0.0100            198.9302
              0.0032              0.3000              1.8850              0.0150             75.2299
              0.0032              0.3250              1.8850              0.0150             51.9968
              0.0032              0.3500              1.8850              0.0150             36.1571
              0.0032              0.3750              1.8850              0.0150             26.2274
              0.0032              0.4000              1.8850              0.0150             20.7257
              0.0032              0.4250              1.8850              0.0150             18.2567
              0.0032              0.4500              1.8850              0.0150             17.6026
              0.0032              0.4750              1.8850              0.0150             17.8036
              0.0032              0.5000              1.8850              0.0150             18.2263
              0.0032              0.5250              1.8850              0.0150             18.6089
              0.0032              0.5500              1.8850              0.0150             19.0796
              0.0032              0.5750              1.8850              0.0150             20.1470
              0.0032              0.6000              1.8850              0.0150             22.6611
              0.0032              0.6250              1.8850              0.0150             27.7526
              0.0032              0.6500              1.8850              0.0150             36.7526
              0.0032              0.6750              1.8850              0.0150             51.1069
              0.0032              0.7000              1.8850              0.0150             72.2852
              0.0032              0.7250              1.8850              0.0150            101.7006
              0.0032              0.7500              1.8850              0.0150            140.6398
              0.0032              0.7750              1.8850              0.0150            190.2013
              0.0032              0.3000              1.8850              0.0200             76.6099
              0.0032              0.3250              1.8850              0.0200             52.9862
              0.0032              0.3500              1.8850              0.0200             36.8381
              0.0032              0.3750              1.8850              0.0200             26.6855
              0.0032              0.4000              1.8850              0.0200             21.0447
              0.0032              0.4250              1.8850              0.0200             18.5140
              0.0032              0.4500              1.8850              0.0200             17.8615
              0.0032              0.4750              1.8850              0.0200             18.1069
              0.0032              0.5000              1.8850              0.0200             18.5895
              0.0032              0.5250              1.8850              0.0200             19.0148
              0.0032              0.5500              1.8850              0.0200             19.4747
              0.0032              0.5750              1.8850              0.0200             20.4395
              0.0032              0.6000              1.8850              0.0200             22.7221
              0.0032              0.6250              1.8850              0.0200             27.4189
              0.0032              0.6500              1.8850              0.0200             35.8322
              0.0032              0.6750              1.8850              0.0200             49.3857
              0.0032              0.7000              1.8850              0.0200             69.5347
              0.0032              0.7250              1.8850              0.0200             97.6862
              0.0032              0.7500              1.8850              0.0200            135.1285
              0.0032              0.7750              1.8850              0.0200            182.9637
              0.0032              0.3000              1.8850              0.0250             78.1075
              0.0032              0.3250              1.8850              0.0250             54.1056
              0.0032              0.3500              1.8850              0.0250             37.6514
              0.0032              0.3750              1.8850              0.0250             27.2699
              0.0032              0.4000              1.8850              0.0250             21.4767
              0.0032              0.4250              1.8850              0.0250             18.8649
              0.0032              0.4500              1.8850              0.0250             18.1909
              0.0032              0.4750              1.8850              0.0250             18.4569
              0.0032              0.5000              1.8850              0.0250             18.9785
              0.0032              0.5250              1.8850              0.0250             19.4326
              0.0032              0.5500              1.8850              0.0250             19.8784
              0.0032              0.5750              1.8850              0.0250             20.7522
              0.0032              0.6000              1.8850              0.0250             22.8330
              0.0032              0.6250              1.8850              0.0250             27.1861
              0.0032              0.6500              1.8850              0.0250             35.0872
              0.0032              0.6750              1.8850              0.0250             47.9391
              0.0032              0.7000              1.8850              0.0250             67.1834
              0.0032              0.7250              1.8850              0.0250             94.2208
              0.0032              0.7500              1.8850              0.0250            130.3402
              0.0032              0.7750              1.8850              0.0250            176.6502
              0.0032              0.3000              1.8850              0.0300             79.6950
              0.0032              0.3250              1.8850              0.0300             55.3163
              0.0032              0.3500              1.8850              0.0300             38.5522
              0.0032              0.3750              1.8850              0.0300             27.9318
              0.0032              0.4000              1.8850              0.0300             21.9711
              0.0032              0.4250              1.8850              0.0300             19.2590
              0.0032              0.4500              1.8850              0.0300             18.5425
              0.0032              0.4750              1.8850              0.0300             18.8082
              0.0032              0.5000              1.8850              0.0300             19.3507
              0.0032              0.5250              1.8850              0.0300             19.8207
              0.0032              0.5500              1.8850              0.0300             20.2480
              0.0032              0.5750              1.8850              0.0300             21.0375
              0.0032              0.6000              1.8850              0.0300             22.9370
              0.0032              0.6250              1.8850              0.0300             26.9826
              0.0032              0.6500              1.8850              0.0300             34.4250
              0.0032              0.6750              1.8850              0.0300             46.6473
              0.0032              0.7000              1.8850              0.0300             65.0777
              0.0032              0.7250              1.8850              0.0300             91.1101
              0.0032              0.7500              1.8850              0.0300            126.0334
              0.0032              0.7750              1.8850              0.0300            170.9620
              0.0032              0.3000              1.8850              0.0350             81.3540
              0.0032              0.3250              1.8850              0.0350             56.5948
              0.0032              0.3500              1.8850              0.0350             39.5127
              0.0032              0.3750              1.8850              0.0350             28.6412
              0.0032              0.4000              1.8850              0.0350             22.4975
              0.0032              0.4250              1.8850              0.0350             19.6673
              0.0032              0.4500              1.8850              0.0350             18.8891
              0.0032              0.4750              1.8850              0.0350             19.1358
              0.0032              0.5000              1.8850              0.0350             19.6830
              0.0032              0.5250              1.8850              0.0350             20.1573
              0.0032              0.5500              1.8850              0.0350             20.5615
              0.0032              0.5750              1.8850              0.0350             21.2710
              0.0032              0.6000              1.8850              0.0350             23.0045
              0.0032              0.6250              1.8850              0.0350             26.7704
              0.0032              0.6500              1.8850              0.0350             33.7956
              0.0032              0.6750              1.8850              0.0350             45.4441
              0.0032              0.7000              1.8850              0.0350             63.1309
              0.0032              0.7250              1.8850              0.0350             88.2432
              0.0032              0.7500              1.8850              0.0350            122.0691
              0.0032              0.7750              1.8850              0.0350            165.7278
              0.0032              0.3000              1.8850              0.0400             83.0722
              0.0032              0.3250              1.8850              0.0400             57.9255
              0.0032              0.3500              1.8850              0.0400             40.5154
              0.0032              0.3750              1.8850              0.0400             29.3801
              0.0032              0.4000              1.8850              0.0400             23.0381
              0.0032              0.4250              1.8850              0.0400             20.0729
              0.0032              0.4500              1.8850              0.0400             19.2156
              0.0032              0.4750              1.8850              0.0400             19.4268
              0.0032              0.5000              1.8850              0.0400             19.9644
              0.0032              0.5250              1.8850              0.0400             20.4330
              0.0032              0.5500              1.8850              0.0400             20.8097
              0.0032              0.5750              1.8850              0.0400             21.4425
              0.0032              0.6000              1.8850              0.0400             23.0225
              0.0032              0.6250              1.8850              0.0400             26.5313
              0.0032              0.6500              1.8850              0.0400             33.1733
              0.0032              0.6750              1.8850              0.0400             44.2939
              0.0032              0.7000              1.8850              0.0400             61.2949
              0.0032              0.7250              1.8850              0.0400             85.5565
              0.0032              0.7500              1.8850              0.0400            118.3658
              0.0032              0.7750              1.8850              0.0400            160.8518
              0.0032              0.3000              1.8850              0.0450             84.8412
              0.0032              0.3250              1.8850              0.0450             59.2983
              0.0032              0.3500              1.8850              0.0450             41.5496
              0.0032              0.3750              1.8850              0.0450             30.1376
              0.0032              0.4000              1.8850              0.0450             23.5829
              0.0032              0.4250              1.8850              0.0450             20.4673
              0.0032              0.4500              1.8850              0.0450             19.5154
              0.0032              0.4750              1.8850              0.0450             19.6764
              0.0032              0.5000              1.8850              0.0450             20.1920
              0.0032              0.5250              1.8850              0.0450             20.6462
              0.0032              0.5500              1.8850              0.0450             20.9921
              0.0032              0.5750              1.8850              0.0450             21.5513
              0.0032              0.6000              1.8850              0.0450             22.9885
              0.0032              0.6250              1.8850              0.0450             26.2601
              0.0032              0.6500              1.8850              0.0450             32.5482
              0.0032              0.6750              1.8850              0.0450             43.1798
              0.0032              0.7000              1.8850              0.0450             59.5447
              0.0032              0.7250              1.8850              0.0450             83.0168
              0.0032              0.7500              1.8850              0.0450            114.8718
              0.0032              0.7750              1.8850              0.0450            156.2611
              0.0032              0.3000              1.8850              0.0500             86.6556
              0.0032              0.3250              1.8850              0.0500             60.7069
              0.0032              0.3500              1.8850              0.0500             42.6085
              0.0032              0.3750              1.8850              0.0500             30.9077
              0.0032              0.4000              1.8850              0.0500             24.1271
              0.0032              0.4250              1.8850              0.0500             20.8472
              0.0032              0.4500              1.8850              0.0500             19.7870
              0.0032              0.4750              1.8850              0.0500             19.8853
              0.0032              0.5000              1.8850              0.0500             20.3685
              0.0032              0.5250              1.8850              0.0500             20.8013
              0.0032              0.5500              1.8850              0.0500             21.1138
              0.0032              0.5750              1.8850              0.0500             21.6027
              0.0032              0.6000              1.8850              0.0500             22.9073
              0.0032              0.6250              1.8850              0.0500             25.9595
              0.0032              0.6500              1.8850              0.0500             31.9198
              0.0032              0.6750              1.8850              0.0500             42.0973
              0.0032              0.7000              1.8850              0.0500             57.8690
              0.0032              0.7250              1.8850              0.0500             80.6013
              0.0032              0.7500              1.8850              0.0500            111.5676
              0.0032              0.7750              1.8850              0.0500            151.9228
              0.0032              0.3000              1.8850              0.0550             88.5105
              0.0032              0.3250              1.8850              0.0550             62.1469
              0.0032              0.3500              1.8850              0.0550             43.6884
              0.0032              0.3750              1.8850              0.0550             31.6871
              0.0032              0.4000              1.8850              0.0550             24.6689
              0.0032              0.4250              1.8850              0.0550             21.2125
              0.0032              0.4500              1.8850              0.0550             20.0323
              0.0032              0.4750              1.8850              0.0550             20.0572
              0.0032              0.5000              1.8850              0.0550             20.4996
              0.0032              0.5250              1.8850              0.0550             20.9055
              0.0032              0.5500              1.8850              0.0550             21.1832
              0.0032              0.5750              1.8850              0.0550             21.6056
              0.0032              0.6000              1.8850              0.0550             22.7871
              0.0032              0.6250              1.8850              0.0550             25.6363
              0.0032              0.6500              1.8850              0.0550             31.2922
              0.0032              0.6750              1.8850              0.0550             41.0463
              0.0032              0.7000              1.8850              0.0550             56.2629
              0.0032              0.7250              1.8850              0.0550             78.3007
              0.0032              0.7500              1.8850              0.0550            108.4302
              0.0032              0.7750              1.8850              0.0550            147.8097
              0.0032              0.3000              1.8850              0.0600             90.4038
              0.0032              0.3250              1.8850              0.0600             63.6156
              0.0032              0.3500              1.8850              0.0600             44.7872
              0.0032              0.3750              1.8850              0.0600             32.4752
              0.0032              0.4000              1.8850              0.0600             25.2086
              0.0032              0.4250              1.8850              0.0600             21.5652
              0.0032              0.4500              1.8850              0.0600             20.2549
              0.0032              0.4750              1.8850              0.0600             20.1977
              0.0032              0.5000              1.8850              0.0600             20.5924
              0.0032              0.5250              1.8850              0.0600             20.9673
              0.0032              0.5500              1.8850              0.0600             21.2099
              0.0032              0.5750              1.8850              0.0600             21.5699
              0.0032              0.6000              1.8850              0.0600             22.6377
              0.0032              0.6250              1.8850              0.0600             25.2987
              0.0032              0.6500              1.8850              0.0600             30.6713
              0.0032              0.6750              1.8850              0.0600             40.0294
              0.0032              0.7000              1.8850              0.0600             54.7245
              0.0032              0.7250              1.8850              0.0600             76.1073
              0.0032              0.7500              1.8850              0.0600            105.4454
              0.0032              0.7750              1.8850              0.0600            143.8995
              0.0032              0.3000              1.8850              0.0650             92.3335
              0.0032              0.3250              1.8850              0.0650             65.1117
              0.0032              0.3500              1.8850              0.0650             45.9039
              0.0032              0.3750              1.8850              0.0650             33.2720
              0.0032              0.4000              1.8850              0.0650             25.7475
              0.0032              0.4250              1.8850              0.0650             21.9081
              0.0032              0.4500              1.8850              0.0650             20.4594
              0.0032              0.4750              1.8850              0.0650             20.3129
              0.0032              0.5000              1.8850              0.0650             20.6545
              0.0032              0.5250              1.8850              0.0650             20.9957
              0.0032              0.5500              1.8850              0.0650             21.2036
              0.0032              0.5750              1.8850              0.0650             21.5054
              0.0032              0.6000              1.8850              0.0650             22.4682
              0.0032              0.6250              1.8850              0.0650             24.9548
              0.0032              0.6500              1.8850              0.0650             30.0629
              0.0032              0.6750              1.8850              0.0650             39.0490
              0.0032              0.7000              1.8850              0.0650             53.2520
              0.0032              0.7250              1.8850              0.0650             74.0142
              0.0032              0.7500              1.8850              0.0650            102.5998
              0.0032              0.7750              1.8850              0.0650            140.1718
              0.0032              0.3000              1.8850              0.0700             94.2984
              0.0032              0.3250              1.8850              0.0700             66.6341
              0.0032              0.3500              1.8850              0.0700             47.0385
              0.0032              0.3750              1.8850              0.0700             34.0782
              0.0032              0.4000              1.8850              0.0700             26.2877
              0.0032              0.4250              1.8850              0.0700             22.2446
              0.0032              0.4500              1.8850              0.0700             20.6504
              0.0032              0.4750              1.8850              0.0700             20.4088
              0.0032              0.5000              1.8850              0.0700             20.6933
              0.0032              0.5250              1.8850              0.0700             20.9989
              0.0032              0.5500              1.8850              0.0700             21.1730
              0.0032              0.5750              1.8850              0.0700             21.4212
              0.0032              0.6000              1.8850              0.0700             22.2869
              0.0032              0.6250              1.8850              0.0700             24.6114
              0.0032              0.6500              1.8850              0.0700             29.4716
              0.0032              0.6750              1.8850              0.0700             38.1069
              0.0032              0.7000              1.8850              0.0700             51.8431
              0.0032              0.7250              1.8850              0.0700             72.0143
              0.0032              0.7500              1.8850              0.0700             99.8859
              0.0032              0.7750              1.8850              0.0700            136.6075
              0.0032              0.3000              1.8850              0.0750             96.2976
              0.0032              0.3250              1.8850              0.0750             68.1827
              0.0032              0.3500              1.8850              0.0750             48.1910
              0.0032              0.3750              1.8850              0.0750             34.8950
              0.0032              0.4000              1.8850              0.0750             26.8315
              0.0032              0.4250              1.8850              0.0750             22.5780
              0.0032              0.4500              1.8850              0.0750             20.8327
              0.0032              0.4750              1.8850              0.0750             20.4913
              0.0032              0.5000              1.8850              0.0750             20.7155
              0.0032              0.5250              1.8850              0.0750             20.9845
              0.0032              0.5500              1.8850              0.0750             21.1262
              0.0032              0.5750              1.8850              0.0750             21.3246
              0.0032              0.6000              1.8850              0.0750             22.1009
              0.0032              0.6250              1.8850              0.0750             24.2742
              0.0032              0.6500              1.8850              0.0750             28.9011
              0.0032              0.6750              1.8850              0.0750             37.2038
              0.0032              0.7000              1.8850              0.0750             50.4950
              0.0032              0.7250              1.8850              0.0750             70.0964
              0.0032              0.7500              1.8850              0.0750             97.2813
              0.0032              0.7750              1.8850              0.0750            133.1884
              0.0033              0.3000              1.8850              0.0000             74.1308
              0.0033              0.3250              1.8850              0.0000             52.6372
              0.0033              0.3500              1.8850              0.0000             38.1953
              0.0033              0.3750              1.8850              0.0000             29.3073
              0.0033              0.4000              1.8850              0.0000             24.5004
              0.0033              0.4250              1.8850              0.0000             22.4138
              0.0033              0.4500              1.8850              0.0000             21.8934
              0.0033              0.4750              1.8850              0.0000             22.0732
              0.0033              0.5000              1.8850              0.0000             22.4411
              0.0033              0.5250              1.8850              0.0000             22.8798
              0.0033              0.5500              1.8850              0.0000             23.6771
              0.0033              0.5750              1.8850              0.0000             25.5063
              0.0033              0.6000              1.8850              0.0000             29.3773
              0.0033              0.6250              1.8850              0.0000             36.5649
              0.0033              0.6500              1.8850              0.0000             48.5212
              0.0033              0.6750              1.8850              0.0000             66.7808
              0.0033              0.7000              1.8850              0.0000             92.8704
              0.0033              0.7250              1.8850              0.0000            128.2231
              0.0033              0.7500              1.8850              0.0000            174.1130
              0.0033              0.7750              1.8850              0.0000            231.6046
              0.0033              0.3000              1.8850              0.0050             75.0833
              0.0033              0.3250              1.8850              0.0050             52.9106
              0.0033              0.3500              1.8850              0.0050             37.9117
              0.0033              0.3750              1.8850              0.0050             28.5943
              0.0033              0.4000              1.8850              0.0050             23.4798
              0.0033              0.4250              1.8850              0.0050             21.1920
              0.0033              0.4500              1.8850              0.0050             20.5486
              0.0033              0.4750              1.8850              0.0050             20.6441
              0.0033              0.5000              1.8850              0.0050             20.9160
              0.0033              0.5250              1.8850              0.0050             21.1882
              0.0033              0.5500              1.8850              0.0050             21.6843
              0.0033              0.5750              1.8850              0.0050             23.0119
              0.0033              0.6000              1.8850              0.0050             26.1181
              0.0033              0.6250              1.8850              0.0050             32.2213
              0.0033              0.6500              1.8850              0.0050             42.7276
              0.0033              0.6750              1.8850              0.0050             59.1375
              0.0033              0.7000              1.8850              0.0050             82.9570
              0.0033              0.7250              1.8850              0.0050            115.6119
              0.0033              0.7500              1.8850              0.0050            158.3816
              0.0033              0.7750              1.8850              0.0050            212.3464
              0.0033              0.3000              1.8850              0.0100             76.0513
              0.0033              0.3250              1.8850              0.0100             53.3889
              0.0033              0.3500              1.8850              0.0100             38.0128
              0.0033              0.3750              1.8850              0.0100             28.4335
              0.0033              0.4000              1.8850              0.0100             23.1673
              0.0033              0.4250              1.8850              0.0100             20.8256
              0.0033              0.4500              1.8850              0.0100             20.2039
              0.0033              0.4750              1.8850              0.0100             20.3654
              0.0033              0.5000              1.8850              0.0100             20.7081
              0.0033              0.5250              1.8850              0.0100             21.0089
              0.0033              0.5500              1.8850              0.0100             21.4406
              0.0033              0.5750              1.8850              0.0100             22.5583
              0.0033              0.6000              1.8850              0.0100             25.2591
              0.0033              0.6250              1.8850              0.0100             30.7164
              0.0033              0.6500              1.8850              0.0100             40.2991
              0.0033              0.6750              1.8850              0.0100             55.4807
              0.0033              0.7000              1.8850              0.0100             77.7506
              0.0033              0.7250              1.8850              0.0100            108.5293
              0.0033              0.7500              1.8850              0.0100            149.1012
              0.0033              0.7750              1.8850              0.0100            200.5602
