#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0032              0.6000              1.5708              0.0000             31.4060
              0.0032              0.6250              1.5708              0.0000             38.7270
              0.0032              0.6500              1.5708              0.0000             50.8325
              0.0032              0.6750              1.5708              0.0000             69.2528
              0.0032              0.7000              1.5708              0.0000             95.5102
              0.0032              0.7250              1.5708              0.0000            131.0351
              0.0032              0.7500              1.5708              0.0000            177.1001
              0.0032              0.7750              1.5708              0.0000            234.7692
              0.0032              0.3000              1.5708              0.0050             78.6299
              0.0032              0.3250              1.5708              0.0050             55.4900
              0.0032              0.3500              1.5708              0.0050             39.6356
              0.0032              0.3750              1.5708              0.0050             29.5903
              0.0032              0.4000              1.5708              0.0050             23.8850
              0.0032              0.4250              1.5708              0.0050             21.1445
              0.0032              0.4500              1.5708              0.0050             20.1785
              0.0032              0.4750              1.5708              0.0050             20.0626
              0.0032              0.5000              1.5708              0.0050             20.2053
              0.0032              0.5250              1.5708              0.0050             20.3918
              0.0032              0.5500              1.5708              0.0050             20.8004
              0.0032              0.5750              1.5708              0.0050             21.9895
              0.0032              0.6000              1.5708              0.0050             24.8562
              0.0032              0.6250              1.5708              0.0050             30.5716
              0.0032              0.6500              1.5708              0.0050             40.5003
              0.0032              0.6750              1.5708              0.0050             56.1099
              0.0032              0.7000              1.5708              0.0050             78.8827
              0.0032              0.7250              1.5708              0.0050            110.2317
              0.0032              0.7500              1.5708              0.0050            151.4333
              0.0032              0.7750              1.5708              0.0050            203.5737
              0.0032              0.3000              1.5708              0.0100             79.9776
              0.0032              0.3250              1.5708              0.0100             55.8620
              0.0032              0.3500              1.5708              0.0100             39.2314
              0.0032              0.3750              1.5708              0.0100             28.6175
              0.0032              0.4000              1.5708              0.0100             22.5485
              0.0032              0.4250              1.5708              0.0100             19.6350
              0.0032              0.4500              1.5708              0.0100             18.6568
              0.0032              0.4750              1.5708              0.0100             18.6452
              0.0032              0.5000              1.5708              0.0100             18.9500
              0.0032              0.5250              1.5708              0.0100             19.2861
              0.0032              0.5500              1.5708              0.0100             19.7531
              0.0032              0.5750              1.5708              0.0100             20.8273
              0.0032              0.6000              1.5708              0.0100             23.3251
              0.0032              0.6250              1.5708              0.0100             28.3440
              0.0032              0.6500              1.5708              0.0100             37.1858
              0.0032              0.6750              1.5708              0.0100             51.2695
              0.0032              0.7000              1.5708              0.0100             72.0456
              0.0032              0.7250              1.5708              0.0100            100.9120
              0.0032              0.7500              1.5708              0.0100            139.1462
              0.0032              0.7750              1.5708              0.0100            187.8503
              0.0032              0.3000              1.5708              0.0150             81.6226
              0.0032              0.3250              1.5708              0.0150             56.7355
              0.0032              0.3500              1.5708              0.0150             39.4876
              0.0032              0.3750              1.5708              0.0150             28.4194
              0.0032              0.4000              1.5708              0.0150             22.0581
              0.0032              0.4250              1.5708              0.0150             19.0047
              0.0032              0.4500              1.5708              0.0150             18.0180
              0.0032              0.4750              1.5708              0.0150             18.0966
              0.0032              0.5000              1.5708              0.0150             18.5467
              0.0032              0.5250              1.5708              0.0150             19.0296
              0.0032              0.5500              1.5708              0.0150             19.5846
              0.0032              0.5750              1.5708              0.0150             20.6240
              0.0032              0.6000              1.5708              0.0150             22.9010
              0.0032              0.6250              1.5708              0.0150             27.4542
              0.0032              0.6500              1.5708              0.0150             35.5346
              0.0032              0.6750              1.5708              0.0150             48.5212
              0.0032              0.7000              1.5708              0.0150             67.8370
              0.0032              0.7250              1.5708              0.0150             94.8656
              0.0032              0.7500              1.5708              0.0150            130.8832
              0.0032              0.7750              1.5708              0.0150            177.0021
              0.0032              0.3000              1.5708              0.0200             83.5189
              0.0032              0.3250              1.5708              0.0200             57.9761
              0.0032              0.3500              1.5708              0.0200             40.1943
              0.0032              0.3750              1.5708              0.0200             28.7208
              0.0032              0.4000              1.5708              0.0200             22.0841
              0.0032              0.4250              1.5708              0.0200             18.8786
              0.0032              0.4500              1.5708              0.0200             17.8478
              0.0032              0.4750              1.5708              0.0200             17.9653
              0.0032              0.5000              1.5708              0.0200             18.5026
              0.0032              0.5250              1.5708              0.0200             19.0786
              0.0032              0.5500              1.5708              0.0200             19.6839
              0.0032              0.5750              1.5708              0.0200             20.6788
              0.0032              0.6000              1.5708              0.0200             22.7644
              0.0032              0.6250              1.5708              0.0200             26.9309
              0.0032              0.6500              1.5708              0.0200             34.3857
              0.0032              0.6750              1.5708              0.0200             46.4748
              0.0032              0.7000              1.5708              0.0200             64.5964
              0.0032              0.7250              1.5708              0.0200             90.1220
              0.0032              0.7500              1.5708              0.0200            124.3246
              0.0032              0.7750              1.5708              0.0200            168.3240
              0.0032              0.3000              1.5708              0.0250             85.6101
              0.0032              0.3250              1.5708              0.0250             59.4804
              0.0032              0.3500              1.5708              0.0250             41.2110
              0.0032              0.3750              1.5708              0.0250             29.3561
              0.0032              0.4000              1.5708              0.0250             22.4464
              0.0032              0.4250              1.5708              0.0250             19.0725
              0.0032              0.4500              1.5708              0.0250             17.9658
              0.0032              0.4750              1.5708              0.0250             18.0799
              0.0032              0.5000              1.5708              0.0250             18.6584
              0.0032              0.5250              1.5708              0.0250             19.2845
              0.0032              0.5500              1.5708              0.0250             19.9079
              0.0032              0.5750              1.5708              0.0250             20.8451
              0.0032              0.6000              1.5708              0.0250             22.7526
              0.0032              0.6250              1.5708              0.0250             26.5783
              0.0032              0.6500              1.5708              0.0250             33.4929
              0.0032              0.6750              1.5708              0.0250             44.8120
              0.0032              0.7000              1.5708              0.0250             61.9125
              0.0032              0.7250              1.5708              0.0250             86.1536
              0.0032              0.7500              1.5708              0.0250            118.8071
              0.0032              0.7750              1.5708              0.0250            160.9881
              0.0032              0.3000              1.5708              0.0300             87.8530
              0.0032              0.3250              1.5708              0.0300             61.1755
              0.0032              0.3500              1.5708              0.0300             42.4425
              0.0032              0.3750              1.5708              0.0300             30.2150
              0.0032              0.4000              1.5708              0.0300             23.0278
              0.0032              0.4250              1.5708              0.0300             19.4680
              0.0032              0.4500              1.5708              0.0300             18.2583
              0.0032              0.4750              1.5708              0.0300             18.3357
              0.0032              0.5000              1.5708              0.0300             18.9200
              0.0032              0.5250              1.5708              0.0300             19.5643
              0.0032              0.5500              1.5708              0.0300             20.1827
              0.0032              0.5750              1.5708              0.0300             21.0532
              0.0032              0.6000              1.5708              0.0300             22.7931
              0.0032              0.6250              1.5708              0.0300             26.3130
              0.0032              0.6500              1.5708              0.0300             32.7501
              0.0032              0.6750              1.5708              0.0300             43.3930
              0.0032              0.7000              1.5708              0.0300             59.5985
              0.0032              0.7250              1.5708              0.0300             82.7143
              0.0032              0.7500              1.5708              0.0300            114.0088
              0.0032              0.7750              1.5708              0.0300            154.6005
              0.0032              0.3000              1.5708              0.0350             90.2171
              0.0032              0.3250              1.5708              0.0350             63.0114
              0.0032              0.3500              1.5708              0.0350             43.8245
              0.0032              0.3750              1.5708              0.0350             31.2240
              0.0032              0.4000              1.5708              0.0350             23.7488
              0.0032              0.4250              1.5708              0.0350             19.9846
              0.0032              0.4500              1.5708              0.0350             18.6470
              0.0032              0.4750              1.5708              0.0350             18.6593
              0.0032              0.5000              1.5708              0.0350             19.2207
              0.0032              0.5250              1.5708              0.0350             19.8576
              0.0032              0.5500              1.5708              0.0350             20.4531
              0.0032              0.5750              1.5708              0.0350             21.2504
              0.0032              0.6000              1.5708              0.0350             22.8319
              0.0032              0.6250              1.5708              0.0350             26.0739
              0.0032              0.6500              1.5708              0.0350             32.0833
              0.0032              0.6750              1.5708              0.0350             42.1234
              0.0032              0.7000              1.5708              0.0350             57.5323
              0.0032              0.7250              1.5708              0.0350             79.6465
              0.0032              0.7500              1.5708              0.0350            109.7304
              0.0032              0.7750              1.5708              0.0350            148.9051
              0.0032              0.3000              1.5708              0.0400             92.6792
              0.0032              0.3250              1.5708              0.0400             64.9538
              0.0032              0.3500              1.5708              0.0400             45.3133
              0.0032              0.3750              1.5708              0.0400             32.3331
              0.0032              0.4000              1.5708              0.0400             24.5563
              0.0032              0.4250              1.5708              0.0400             20.5688
              0.0032              0.4500              1.5708              0.0400             19.0802
              0.0032              0.4750              1.5708              0.0400             19.0022
              0.0032              0.5000              1.5708              0.0400             19.5159
              0.0032              0.5250              1.5708              0.0400             20.1245
              0.0032              0.5500              1.5708              0.0400             20.6826
              0.0032              0.5750              1.5708              0.0400             21.4023
              0.0032              0.6000              1.5708              0.0400             22.8336
              0.0032              0.6250              1.5708              0.0400             25.8216
              0.0032              0.6500              1.5708              0.0400             31.4448
              0.0032              0.6750              1.5708              0.0400             40.9430
              0.0032              0.7000              1.5708              0.0400             55.6363
              0.0032              0.7250              1.5708              0.0400             76.8501
              0.0032              0.7500              1.5708              0.0400            105.8444
              0.0032              0.7750              1.5708              0.0400            143.7422
              0.0032              0.3000              1.5708              0.0450             95.2239
              0.0032              0.3250              1.5708              0.0450             66.9786
              0.0032              0.3500              1.5708              0.0450             46.8794
              0.0032              0.3750              1.5708              0.0450             33.5093
              0.0032              0.4000              1.5708              0.0450             25.4164
              0.0032              0.4250              1.5708              0.0450             21.1868
              0.0032              0.4500              1.5708              0.0450             19.5261
              0.0032              0.4750              1.5708              0.0450             19.3357
              0.0032              0.5000              1.5708              0.0450             19.7811
              0.0032              0.5250              1.5708              0.0450             20.3440
              0.0032              0.5500              1.5708              0.0450             20.8534
              0.0032              0.5750              1.5708              0.0450             21.4929
              0.0032              0.6000              1.5708              0.0450             22.7829
              0.0032              0.6250              1.5708              0.0450             25.5384
              0.0032              0.6500              1.5708              0.0450             30.8122
              0.0032              0.6750              1.5708              0.0450             39.8212
              0.0032              0.7000              1.5708              0.0450             53.8682
              0.0032              0.7250              1.5708              0.0450             74.2680
              0.0032              0.7500              1.5708              0.0450            102.2714
              0.0032              0.7750              1.5708              0.0450            139.0209
              0.0032              0.3000              1.5708              0.0500             97.8393
              0.0032              0.3250              1.5708              0.0500             69.0693
              0.0032              0.3500              1.5708              0.0500             48.5028
              0.0032              0.3750              1.5708              0.0500             34.7315
              0.0032              0.4000              1.5708              0.0500             26.3077
              0.0032              0.4250              1.5708              0.0500             21.8191
              0.0032              0.4500              1.5708              0.0500             19.9677
              0.0032              0.4750              1.5708              0.0500             19.6463
              0.0032              0.5000              1.5708              0.0500             20.0062
              0.0032              0.5250              1.5708              0.0500             20.5099
              0.0032              0.5500              1.5708              0.0500             20.9629
              0.0032              0.5750              1.5708              0.0500             21.5220
              0.0032              0.6000              1.5708              0.0500             22.6798
              0.0032              0.6250              1.5708              0.0500             25.2240
              0.0032              0.6500              1.5708              0.0500             30.1819
              0.0032              0.6750              1.5708              0.0500             38.7485
              0.0032              0.7000              1.5708              0.0500             52.2111
              0.0032              0.7250              1.5708              0.0500             71.8741
              0.0032              0.7500              1.5708              0.0500             98.9778
              0.0032              0.7750              1.5708              0.0500            134.6716
              0.0032              0.3000              1.5708              0.0550            100.5164
              0.0032              0.3250              1.5708              0.0550             71.2141
              0.0032              0.3500              1.5708              0.0550             50.1710
              0.0032              0.3750              1.5708              0.0550             35.9866
              0.0032              0.4000              1.5708              0.0550             27.2183
              0.0032              0.4250              1.5708              0.0550             22.4557
              0.0032              0.4500              1.5708              0.0550             20.3981
              0.0032              0.4750              1.5708              0.0550             19.9307
              0.0032              0.5000              1.5708              0.0550             20.1920
              0.0032              0.5250              1.5708              0.0550             20.6268
              0.0032              0.5500              1.5708              0.0550             21.0186
              0.0032              0.5750              1.5708              0.0550             21.4996
              0.0032              0.6000              1.5708              0.0550             22.5358
              0.0032              0.6250              1.5708              0.0550             24.8890
              0.0032              0.6500              1.5708              0.0550             29.5622
              0.0032              0.6750              1.5708              0.0550             37.7295
              0.0032              0.7000              1.5708              0.0550             50.6619
              0.0032              0.7250              1.5708              0.0550             69.6527
              0.0032              0.7500              1.5708              0.0550             95.9364
              0.0032              0.7750              1.5708              0.0550            130.6631
              0.0032              0.3000              1.5708              0.0600            103.2484
              0.0032              0.3250              1.5708              0.0600             73.4049
              0.0032              0.3500              1.5708              0.0600             51.8753
              0.0032              0.3750              1.5708              0.0600             37.2668
              0.0032              0.4000              1.5708              0.0600             28.1422
              0.0032              0.4250              1.5708              0.0600             23.0931
              0.0032              0.4500              1.5708              0.0600             20.8169
              0.0032              0.4750              1.5708              0.0600             20.1920
              0.0032              0.5000              1.5708              0.0600             20.3452
              0.0032              0.5250              1.5708              0.0600             20.7048
              0.0032              0.5500              1.5708              0.0600             21.0338
              0.0032              0.5750              1.5708              0.0600             21.4410
              0.0032              0.6000              1.5708              0.0600             22.3672
              0.0032              0.6250              1.5708              0.0600             24.5491
              0.0032              0.6500              1.5708              0.0600             28.9665
              0.0032              0.6750              1.5708              0.0600             36.7729
              0.0032              0.7000              1.5708              0.0600             49.2234
              0.0032              0.7250              1.5708              0.0600             67.6001
              0.0032              0.7500              1.5708              0.0600             93.1312
              0.0032              0.7750              1.5708              0.0600            126.9669
              0.0032              0.3000              1.5708              0.0650            106.0303
              0.0032              0.3250              1.5708              0.0650             75.6359
              0.0032              0.3500              1.5708              0.0650             53.6105
              0.0032              0.3750              1.5708              0.0650             38.5681
              0.0032              0.4000              1.5708              0.0650             29.0771
              0.0032              0.4250              1.5708              0.0650             23.7316
              0.0032              0.4500              1.5708              0.0650             21.2273
              0.0032              0.4750              1.5708              0.0650             20.4365
              0.0032              0.5000              1.5708              0.0650             20.4754
              0.0032              0.5250              1.5708              0.0650             20.7565
              0.0032              0.5500              1.5708              0.0650             21.0235
              0.0032              0.5750              1.5708              0.0650             21.3625
              0.0032              0.6000              1.5708              0.0650             22.1904
              0.0032              0.6250              1.5708              0.0650             24.2198
              0.0032              0.6500              1.5708              0.0650             28.4075
              0.0032              0.6750              1.5708              0.0650             35.8871
              0.0032              0.7000              1.5708              0.0650             47.8976
              0.0032              0.7250              1.5708              0.0650             65.7100
              0.0032              0.7500              1.5708              0.0650             90.5458
              0.0032              0.7750              1.5708              0.0650            123.5547
              0.0032              0.3000              1.5708              0.0700            108.8582
              0.0032              0.3250              1.5708              0.0700             77.9037
              0.0032              0.3500              1.5708              0.0700             55.3733
              0.0032              0.3750              1.5708              0.0700             39.8885
              0.0032              0.4000              1.5708              0.0700             30.0230
              0.0032              0.4250              1.5708              0.0700             24.3733
              0.0032              0.4500              1.5708              0.0700             21.6340
              0.0032              0.4750              1.5708              0.0700             20.6718
              0.0032              0.5000              1.5708              0.0700             20.5924
              0.0032              0.5250              1.5708              0.0700             20.7939
              0.0032              0.5500              1.5708              0.0700             21.0011
              0.0032              0.5750              1.5708              0.0700             21.2785
              0.0032              0.6000              1.5708              0.0700             22.0196
              0.0032              0.6250              1.5708              0.0700             23.9134
              0.0032              0.6500              1.5708              0.0700             27.8944
              0.0032              0.6750              1.5708              0.0700             35.0763
              0.0032              0.7000              1.5708              0.0700             46.6823
              0.0032              0.7250              1.5708              0.0700             63.9680
              0.0032              0.7500              1.5708              0.0700             88.1652
              0.0032              0.7750              1.5708              0.0700            120.3948
              0.0032              0.3000              1.5708              0.0750            111.7290
              0.0032              0.3250              1.5708              0.0750             80.2055
              0.0032              0.3500              1.5708              0.0750             57.1623
              0.0032              0.3750              1.5708              0.0750             41.2278
              0.0032              0.4000              1.5708              0.0750             30.9812
              0.0032              0.4250              1.5708              0.0750             25.0215
              0.0032              0.4500              1.5708              0.0750             22.0423
              0.0032              0.4750              1.5708              0.0750             20.9049
              0.0032              0.5000              1.5708              0.0750             20.7053
              0.0032              0.5250              1.5708              0.0750             20.8274
              0.0032              0.5500              1.5708              0.0750             20.9778
              0.0032              0.5750              1.5708              0.0750             21.2001
              0.0032              0.6000              1.5708              0.0750             21.8647
              0.0032              0.6250              1.5708              0.0750             23.6377
              0.0032              0.6500              1.5708              0.0750             27.4314
              0.0032              0.6750              1.5708              0.0750             34.3398
              0.0032              0.7000              1.5708              0.0750             45.5705
              0.0032              0.7250              1.5708              0.0750             62.3669
              0.0032              0.7500              1.5708              0.0750             85.9552
              0.0032              0.7750              1.5708              0.0750            117.4520
              0.0033              0.3000              1.5708              0.0000             78.9158
              0.0033              0.3250              1.5708              0.0000             57.3734
              0.0033              0.3500              1.5708              0.0000             42.8838
              0.0033              0.3750              1.5708              0.0000             33.9509
              0.0033              0.4000              1.5708              0.0000             29.1041
              0.0033              0.4250              1.5708              0.0000             26.9848
              0.0033              0.4500              1.5708              0.0000             26.4406
              0.0033              0.4750              1.5708              0.0000             26.6067
              0.0033              0.5000              1.5708              0.0000             26.9721
              0.0033              0.5250              1.5708              0.0000             27.4195
              0.0033              0.5500              1.5708              0.0000             28.2363
              0.0033              0.5750              1.5708              0.0000             30.0945
              0.0033              0.6000              1.5708              0.0000             34.0025
              0.0033              0.6250              1.5708              0.0000             41.2329
              0.0033              0.6500              1.5708              0.0000             53.2358
              0.0033              0.6750              1.5708              0.0000             71.5439
              0.0033              0.7000              1.5708              0.0000             97.6817
              0.0033              0.7250              1.5708              0.0000            133.0810
              0.0033              0.7500              1.5708              0.0000            179.0147
              0.0033              0.7750              1.5708              0.0000            236.5469
              0.0033              0.3000              1.5708              0.0050             80.5845
              0.0033              0.3250              1.5708              0.0050             57.5898
              0.0033              0.3500              1.5708              0.0050             41.8685
              0.0033              0.3750              1.5708              0.0050             31.9416
              0.0033              0.4000              1.5708              0.0050             26.3370
              0.0033              0.4250              1.5708              0.0050             23.6775
              0.0033              0.4500              1.5708              0.0050             22.7701
              0.0033              0.4750              1.5708              0.0050             22.6891
              0.0033              0.5000              1.5708              0.0050             22.8429
              0.0033              0.5250              1.5708              0.0050             23.0176
              0.0033              0.5500              1.5708              0.0050             23.3937
              0.0033              0.5750              1.5708              0.0050             24.5326
              0.0033              0.6000              1.5708              0.0050             27.3351
              0.0033              0.6250              1.5708              0.0050             32.9765
              0.0033              0.6500              1.5708              0.0050             42.8256
              0.0033              0.6750              1.5708              0.0050             58.3533
              0.0033              0.7000              1.5708              0.0050             81.0448
              0.0033              0.7250              1.5708              0.0050            112.3150
              0.0033              0.7500              1.5708              0.0050            153.4406
              0.0033              0.7750              1.5708              0.0050            205.5074
              0.0033              0.3000              1.5708              0.0100             81.7998
              0.0033              0.3250              1.5708              0.0100             57.8518
              0.0033              0.3500              1.5708              0.0100             41.3728
              0.0033              0.3750              1.5708              0.0100             30.8932
              0.0033              0.4000              1.5708              0.0100             24.9382
              0.0033              0.4250              1.5708              0.0100             22.1158
              0.0033              0.4500              1.5708              0.0100             21.2037
              0.0033              0.4750              1.5708              0.0100             21.2321
              0.0033              0.5000              1.5708              0.0100             21.5512
              0.0033              0.5250              1.5708              0.0100             21.8773
              0.0033              0.5500              1.5708              0.0100             22.3128
              0.0033              0.5750              1.5708              0.0100             23.3376
              0.0033              0.6000              1.5708              0.0100             25.7729
              0.0033              0.6250              1.5708              0.0100             30.7210
              0.0033              0.6500              1.5708              0.0100             39.4884
              0.0033              0.6750              1.5708              0.0100             53.4984
              0.0033              0.7000              1.5708              0.0100             74.2048
              0.0033              0.7250              1.5708              0.0100            103.0077
              0.0033              0.7500              1.5708              0.0100            141.1854
              0.0033              0.7750              1.5708              0.0100            189.8393
              0.0033              0.3000              1.5708              0.0150             83.3541
              0.0033              0.3250              1.5708              0.0150             58.6507
              0.0033              0.3500              1.5708              0.0150             41.5697
              0.0033              0.3750              1.5708              0.0150             30.6488
              0.0033              0.4000              1.5708              0.0150             24.4125
              0.0033              0.4250              1.5708              0.0150             21.4591
              0.0033              0.4500              1.5708              0.0150             20.5458
              0.0033              0.4750              1.5708              0.0150             20.6700
              0.0033              0.5000              1.5708              0.0150             21.1384
              0.0033              0.5250              1.5708              0.0150             21.6139
              0.0033              0.5500              1.5708              0.0150             22.1389
              0.0033              0.5750              1.5708              0.0150             23.1298
              0.0033              0.6000              1.5708              0.0150             25.3447
              0.0033              0.6250              1.5708              0.0150             29.8276
              0.0033              0.6500              1.5708              0.0150             37.8346
              0.0033              0.6750              1.5708              0.0150             50.7494
              0.0033              0.7000              1.5708              0.0150             69.9987
              0.0033              0.7250              1.5708              0.0150             96.9686
              0.0033              0.7500              1.5708              0.0150            132.9363
              0.0033              0.7750              1.5708              0.0150            179.0138
              0.0033              0.3000              1.5708              0.0200             85.1839
              0.0033              0.3250              1.5708              0.0200             59.8364
              0.0033              0.3500              1.5708              0.0200             42.2321
              0.0033              0.3750              1.5708              0.0200             30.9156
              0.0033              0.4000              1.5708              0.0200             24.4125
              0.0033              0.4250              1.5708              0.0200             21.3147
              0.0033              0.4500              1.5708              0.0200             20.3637
              0.0033              0.4750              1.5708              0.0200             20.5322
              0.0033              0.5000              1.5708              0.0200             21.0921
              0.0033              0.5250              1.5708              0.0200             21.6639
              0.0033              0.5500              1.5708              0.0200             22.2413
              0.0033              0.5750              1.5708              0.0200             23.1889
              0.0033              0.6000              1.5708              0.0200             25.2129
              0.0033              0.6250              1.5708              0.0200             29.3086
              0.0033              0.6500              1.5708              0.0200             36.6898
              0.0033              0.6750              1.5708              0.0200             48.7064
              0.0033              0.7000              1.5708              0.0200             66.7613
              0.0033              0.7250              1.5708              0.0200             92.2279
              0.0033              0.7500              1.5708              0.0200            126.3811
              0.0033              0.7750              1.5708              0.0200            170.3406
              0.0033              0.3000              1.5708              0.0250             87.2237
              0.0033              0.3250              1.5708              0.0250             61.2971
              0.0033              0.3500              1.5708              0.0250             43.2128
              0.0033              0.3750              1.5708              0.0250             31.5217
              0.0033              0.4000              1.5708              0.0250             24.7528
              0.0033              0.4250              1.5708              0.0250             21.4928
              0.0033              0.4500              1.5708              0.0250             20.4717
              0.0033              0.4750              1.5708              0.0250             20.6420
              0.0033              0.5000              1.5708              0.0250             21.2474
              0.0033              0.5250              1.5708              0.0250             21.8728
              0.0033              0.5500              1.5708              0.0250             22.4710
              0.0033              0.5750              1.5708              0.0250             23.3625
              0.0033              0.6000              1.5708              0.0250             25.2089
              0.0033              0.6250              1.5708              0.0250             28.9639
              0.0033              0.6500              1.5708              0.0250             35.8034
              0.0033              0.6750              1.5708              0.0250             47.0483
              0.0033              0.7000              1.5708              0.0250             64.0796
              0.0033              0.7250              1.5708              0.0250             88.2594
              0.0033              0.7500              1.5708              0.0250            120.8611
              0.0033              0.7750              1.5708              0.0250            163.0000
              0.0033              0.3000              1.5708              0.0300             89.4252
              0.0033              0.3250              1.5708              0.0300             62.9560
              0.0033              0.3500              1.5708              0.0300             44.4133
              0.0033              0.3750              1.5708              0.0300             32.3553
              0.0033              0.4000              1.5708              0.0300             25.3140
              0.0033              0.4250              1.5708              0.0300             21.8737
              0.0033              0.4500              1.5708              0.0300             20.7548
              0.0033              0.4750              1.5708              0.0300             20.8934
              0.0033              0.5000              1.5708              0.0300             21.5092
              0.0033              0.5250              1.5708              0.0300             22.1566
              0.0033              0.5500              1.5708              0.0300             22.7528
              0.0033              0.5750              1.5708              0.0300             23.5796
              0.0033              0.6000              1.5708              0.0300             25.2594
              0.0033              0.6250              1.5708              0.0300             28.7084
              0.0033              0.6500              1.5708              0.0300             35.0692
              0.0033              0.6750              1.5708              0.0300             45.6356
              0.0033              0.7000              1.5708              0.0300             61.7689
              0.0033              0.7250              1.5708              0.0300             84.8198
