#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0034              0.4000              3.7699              0.0350             22.6801
              0.0034              0.4250              3.7699              0.0350             20.7397
              0.0034              0.4500              3.7699              0.0350             20.6999
              0.0034              0.4750              3.7699              0.0350             21.4643
              0.0034              0.5000              3.7699              0.0350             22.2396
              0.0034              0.5250              3.7699              0.0350             22.5866
              0.0034              0.5500              3.7699              0.0350             22.4460
              0.0034              0.5750              3.7699              0.0350             22.1371
              0.0034              0.6000              3.7699              0.0350             22.3307
              0.0034              0.6250              3.7699              0.0350             23.9976
              0.0034              0.6500              3.7699              0.0350             28.3387
              0.0034              0.6750              3.7699              0.0350             36.7066
              0.0034              0.7000              3.7699              0.0350             50.5208
              0.0034              0.7250              3.7699              0.0350             71.1749
              0.0034              0.7500              3.7699              0.0350            100.0030
              0.0034              0.7750              3.7699              0.0350            138.1604
              0.0034              0.3000              3.7699              0.0400             79.0101
              0.0034              0.3250              3.7699              0.0400             54.7128
              0.0034              0.3500              3.7699              0.0400             38.2881
              0.0034              0.3750              3.7699              0.0400             28.1978
              0.0034              0.4000              3.7699              0.0400             22.8883
              0.0034              0.4250              3.7699              0.0400             20.8703
              0.0034              0.4500              3.7699              0.0400             20.8039
              0.0034              0.4750              3.7699              0.0400             21.5797
              0.0034              0.5000              3.7699              0.0400             22.3868
              0.0034              0.5250              3.7699              0.0400             22.7637
              0.0034              0.5500              3.7699              0.0400             22.6243
              0.0034              0.5750              3.7699              0.0400             22.2598
              0.0034              0.6000              3.7699              0.0400             22.3117
              0.0034              0.6250              3.7699              0.0400             23.7227
              0.0034              0.6500              3.7699              0.0400             27.6682
              0.0034              0.6750              3.7699              0.0400             35.4804
              0.0034              0.7000              3.7699              0.0400             48.5637
              0.0034              0.7250              3.7699              0.0400             68.3017
              0.0034              0.7500              3.7699              0.0400             96.0271
              0.0034              0.7750              3.7699              0.0400            132.8972
              0.0034              0.3000              3.7699              0.0450             80.2326
              0.0034              0.3250              3.7699              0.0450             55.6062
              0.0034              0.3500              3.7699              0.0450             38.9083
              0.0034              0.3750              3.7699              0.0450             28.6034
              0.0034              0.4000              3.7699              0.0450             23.1389
              0.0034              0.4250              3.7699              0.0450             21.0231
              0.0034              0.4500              3.7699              0.0450             20.9098
              0.0034              0.4750              3.7699              0.0450             21.6784
              0.0034              0.5000              3.7699              0.0450             22.5027
              0.0034              0.5250              3.7699              0.0450             22.9001
              0.0034              0.5500              3.7699              0.0450             22.7615
              0.0034              0.5750              3.7699              0.0450             22.3512
              0.0034              0.6000              3.7699              0.0450             22.2834
              0.0034              0.6250              3.7699              0.0450             23.4737
              0.0034              0.6500              3.7699              0.0450             27.0752
              0.0034              0.6750              3.7699              0.0450             34.4006
              0.0034              0.7000              3.7699              0.0450             46.8334
              0.0034              0.7250              3.7699              0.0450             65.7599
              0.0034              0.7500              3.7699              0.0450             92.4891
              0.0034              0.7750              3.7699              0.0450            128.1986
              0.0034              0.3000              3.7699              0.0500             81.5364
              0.0034              0.3250              3.7699              0.0500             56.5696
              0.0034              0.3500              3.7699              0.0500             39.5845
              0.0034              0.3750              3.7699              0.0500             29.0492
              0.0034              0.4000              3.7699              0.0500             23.4121
              0.0034              0.4250              3.7699              0.0500             21.1802
              0.0034              0.4500              3.7699              0.0500             21.0024
              0.0034              0.4750              3.7699              0.0500             21.7485
              0.0034              0.5000              3.7699              0.0500             22.5777
              0.0034              0.5250              3.7699              0.0500             22.9895
              0.0034              0.5500              3.7699              0.0500             22.8524
              0.0034              0.5750              3.7699              0.0500             22.4062
              0.0034              0.6000              3.7699              0.0500             22.2391
              0.0034              0.6250              3.7699              0.0500             23.2416
              0.0034              0.6500              3.7699              0.0500             26.5438
              0.0034              0.6750              3.7699              0.0500             33.4389
              0.0034              0.7000              3.7699              0.0500             45.2901
              0.0034              0.7250              3.7699              0.0500             63.4891
              0.0034              0.7500              3.7699              0.0500             89.3256
              0.0034              0.7750              3.7699              0.0500            123.9832
              0.0034              0.3000              3.7699              0.0550             82.9081
              0.0034              0.3250              3.7699              0.0550             57.5885
              0.0034              0.3500              3.7699              0.0550             40.3025
              0.0034              0.3750              3.7699              0.0550             29.5217
              0.0034              0.4000              3.7699              0.0550             23.6964
              0.0034              0.4250              3.7699              0.0550             21.3330
              0.0034              0.4500              3.7699              0.0550             21.0760
              0.0034              0.4750              3.7699              0.0550             21.7870
              0.0034              0.5000              3.7699              0.0550             22.6123
              0.0034              0.5250              3.7699              0.0550             23.0346
              0.0034              0.5500              3.7699              0.0550             22.9015
              0.0034              0.5750              3.7699              0.0550             22.4296
              0.0034              0.6000              3.7699              0.0550             22.1828
              0.0034              0.6250              3.7699              0.0550             23.0272
              0.0034              0.6500              3.7699              0.0550             26.0707
              0.0034              0.6750              3.7699              0.0550             32.5873
              0.0034              0.7000              3.7699              0.0550             43.9248
              0.0034              0.7250              3.7699              0.0550             61.4657
              0.0034              0.7500              3.7699              0.0550             86.4939
              0.0034              0.7750              3.7699              0.0550            120.1935
              0.0034              0.3000              3.7699              0.0600             84.3383
              0.0034              0.3250              3.7699              0.0600             58.6531
              0.0034              0.3500              3.7699              0.0600             41.0530
              0.0034              0.3750              3.7699              0.0600             30.0130
              0.0034              0.4000              3.7699              0.0600             23.9860
              0.0034              0.4250              3.7699              0.0600             21.4780
              0.0034              0.4500              3.7699              0.0600             21.1302
              0.0034              0.4750              3.7699              0.0600             21.7966
              0.0034              0.5000              3.7699              0.0600             22.6120
              0.0034              0.5250              3.7699              0.0600             23.0432
              0.0034              0.5500              3.7699              0.0600             22.9182
              0.0034              0.5750              3.7699              0.0600             22.4316
              0.0034              0.6000              3.7699              0.0600             22.1238
              0.0034              0.6250              3.7699              0.0600             22.8374
              0.0034              0.6500              3.7699              0.0600             25.6586
              0.0034              0.6750              3.7699              0.0600             31.8427
              0.0034              0.7000              3.7699              0.0600             42.7215
              0.0034              0.7250              3.7699              0.0600             59.6685
              0.0034              0.7500              3.7699              0.0600             83.9610
              0.0034              0.7750              3.7699              0.0600            116.7674
              0.0034              0.3000              3.7699              0.0650             85.8199
              0.0034              0.3250              3.7699              0.0650             59.7567
              0.0034              0.3500              3.7699              0.0650             41.8299
              0.0034              0.3750              3.7699              0.0650             30.5187
              0.0034              0.4000              3.7699              0.0650             24.2783
              0.0034              0.4250              3.7699              0.0650             21.6152
              0.0034              0.4500              3.7699              0.0650             21.1675
              0.0034              0.4750              3.7699              0.0650             21.7826
              0.0034              0.5000              3.7699              0.0650             22.5844
              0.0034              0.5250              3.7699              0.0650             23.0247
              0.0034              0.5500              3.7699              0.0650             22.9132
              0.0034              0.5750              3.7699              0.0650             22.4229
              0.0034              0.6000              3.7699              0.0650             22.0718
              0.0034              0.6250              3.7699              0.0650             22.6793
              0.0034              0.6500              3.7699              0.0650             25.3107
              0.0034              0.6750              3.7699              0.0650             31.2026
              0.0034              0.7000              3.7699              0.0650             41.6699
              0.0034              0.7250              3.7699              0.0650             58.0777
              0.0034              0.7500              3.7699              0.0650             81.6960
              0.0034              0.7750              3.7699              0.0650            113.6917
              0.0034              0.3000              3.7699              0.0700             87.3481
              0.0034              0.3250              3.7699              0.0700             60.8945
              0.0034              0.3500              3.7699              0.0700             42.6295
              0.0034              0.3750              3.7699              0.0700             31.0362
              0.0034              0.4000              3.7699              0.0700             24.5727
              0.0034              0.4250              3.7699              0.0700             21.7457
              0.0034              0.4500              3.7699              0.0700             21.1913
              0.0034              0.4750              3.7699              0.0700             21.7504
              0.0034              0.5000              3.7699              0.0700             22.5368
              0.0034              0.5250              3.7699              0.0700             22.9879
              0.0034              0.5500              3.7699              0.0700             22.8956
              0.0034              0.5750              3.7699              0.0700             22.4125
              0.0034              0.6000              3.7699              0.0700             22.0334
              0.0034              0.6250              3.7699              0.0700             22.5576
              0.0034              0.6500              3.7699              0.0700             25.0294
              0.0034              0.6750              3.7699              0.0700             30.6605
              0.0034              0.7000              3.7699              0.0700             40.7635
              0.0034              0.7250              3.7699              0.0700             56.6711
              0.0034              0.7500              3.7699              0.0700             79.6661
              0.0034              0.7750              3.7699              0.0700            110.9067
              0.0034              0.3000              3.7699              0.0750             88.9194
              0.0034              0.3250              3.7699              0.0750             62.0636
              0.0034              0.3500              3.7699              0.0750             43.4496
              0.0034              0.3750              3.7699              0.0750             31.5646
              0.0034              0.4000              3.7699              0.0750             24.8694
              0.0034              0.4250              3.7699              0.0750             21.8717
              0.0034              0.4500              3.7699              0.0750             21.2051
              0.0034              0.4750              3.7699              0.0750             21.7049
              0.0034              0.5000              3.7699              0.0750             22.4752
              0.0034              0.5250              3.7699              0.0750             22.9396
              0.0034              0.5500              3.7699              0.0750             22.8725
              0.0034              0.5750              3.7699              0.0750             22.4063
              0.0034              0.6000              3.7699              0.0750             22.0142
              0.0034              0.6250              3.7699              0.0750             22.4733
              0.0034              0.6500              3.7699              0.0750             24.8068
              0.0034              0.6750              3.7699              0.0750             30.2020
              0.0034              0.7000              3.7699              0.0750             39.9728
              0.0034              0.7250              3.7699              0.0750             55.4238
              0.0034              0.7500              3.7699              0.0750             77.8365
              0.0034              0.7750              3.7699              0.0750            108.3832
              0.0035              0.3000              3.7699              0.0000             83.0628
              0.0035              0.3250              3.7699              0.0000             61.8191
              0.0035              0.3500              3.7699              0.0000             47.6118
              0.0035              0.3750              3.7699              0.0000             38.9395
              0.0035              0.4000              3.7699              0.0000             34.3212
              0.0035              0.4250              3.7699              0.0000             32.3895
              0.0035              0.4500              3.7699              0.0000             31.9827
              0.0035              0.4750              3.7699              0.0000             32.2295
              0.0035              0.5000              3.7699              0.0000             32.6141
              0.0035              0.5250              3.7699              0.0000             33.0194
              0.0035              0.5500              3.7699              0.0000             33.7347
              0.0035              0.5750              3.7699              0.0000             35.4380
              0.0035              0.6000              3.7699              0.0000             39.1445
              0.0035              0.6250              3.7699              0.0000             46.1367
              0.0035              0.6500              3.7699              0.0000             57.8744
              0.0035              0.6750              3.7699              0.0000             75.9003
              0.0035              0.7000              3.7699              0.0000            101.7463
              0.0035              0.7250              3.7699              0.0000            136.8506
              0.0035              0.7500              3.7699              0.0000            182.4895
              0.0035              0.7750              3.7699              0.0000            239.7282
              0.0035              0.3000              3.7699              0.0050             78.4998
              0.0035              0.3250              3.7699              0.0050             56.8489
              0.0035              0.3500              3.7699              0.0050             42.3795
              0.0035              0.3750              3.7699              0.0050             33.5626
              0.0035              0.4000              3.7699              0.0050             28.8815
              0.0035              0.4250              3.7699              0.0050             26.9226
              0.0035              0.4500              3.7699              0.0050             26.4678
              0.0035              0.4750              3.7699              0.0050             26.5786
              0.0035              0.5000              3.7699              0.0050             26.6645
              0.0035              0.5250              3.7699              0.0050             26.5261
              0.0035              0.5500              3.7699              0.0050             26.3707
              0.0035              0.5750              3.7699              0.0050             26.7959
              0.0035              0.6000              3.7699              0.0050             28.7460
              0.0035              0.6250              3.7699              0.0050             33.4432
              0.0035              0.6500              3.7699              0.0050             42.3029
              0.0035              0.6750              3.7699              0.0050             56.8409
              0.0035              0.7000              3.7699              0.0050             78.5817
              0.0035              0.7250              3.7699              0.0050            108.9735
              0.0035              0.7500              3.7699              0.0050            149.3230
              0.0035              0.7750              3.7699              0.0050            200.7312
              0.0035              0.3000              3.7699              0.0100             77.3278
              0.0035              0.3250              3.7699              0.0100             55.1970
              0.0035              0.3500              3.7699              0.0100             40.4090
              0.0035              0.3750              3.7699              0.0100             31.4266
              0.0035              0.4000              3.7699              0.0100             26.7180
              0.0035              0.4250              3.7699              0.0100             24.8452
              0.0035              0.4500              3.7699              0.0100             24.5548
              0.0035              0.4750              3.7699              0.0100             24.8628
              0.0035              0.5000              3.7699              0.0100             25.1230
              0.0035              0.5250              3.7699              0.0100             25.0725
              0.0035              0.5500              3.7699              0.0100             24.8501
              0.0035              0.5750              3.7699              0.0100             24.9845
              0.0035              0.6000              3.7699              0.0100             26.3537
              0.0035              0.6250              3.7699              0.0100             30.1214
              0.0035              0.6500              3.7699              0.0100             37.6546
              0.0035              0.6750              3.7699              0.0100             50.4351
              0.0035              0.7000              3.7699              0.0100             69.9670
              0.0035              0.7250              3.7699              0.0100             97.6951
              0.0035              0.7500              3.7699              0.0100            134.9346
              0.0035              0.7750              3.7699              0.0100            182.8028
              0.0035              0.3000              3.7699              0.0150             77.0487
              0.0035              0.3250              3.7699              0.0150             54.5221
              0.0035              0.3500              3.7699              0.0150             39.4666
              0.0035              0.3750              3.7699              0.0150             30.3411
              0.0035              0.4000              3.7699              0.0150             25.6041
              0.0035              0.4250              3.7699              0.0150             23.8007
              0.0035              0.4500              3.7699              0.0150             23.6528
              0.0035              0.4750              3.7699              0.0150             24.1425
              0.0035              0.5000              3.7699              0.0150             24.5814
              0.0035              0.5250              3.7699              0.0150             24.6579
              0.0035              0.5500              3.7699              0.0150             24.4569
              0.0035              0.5750              3.7699              0.0150             24.4520
              0.0035              0.6000              3.7699              0.0150             25.4676
              0.0035              0.6250              3.7699              0.0150             28.6186
              0.0035              0.6500              3.7699              0.0150             35.2317
              0.0035              0.6750              3.7699              0.0150             46.7577
              0.0035              0.7000              3.7699              0.0150             64.6817
              0.0035              0.7250              3.7699              0.0150             90.4419
              0.0035              0.7500              3.7699              0.0150            125.3576
              0.0035              0.7750              3.7699              0.0150            170.5666
              0.0035              0.3000              3.7699              0.0200             77.2780
              0.0035              0.3250              3.7699              0.0200             54.4026
              0.0035              0.3500              3.7699              0.0200             39.1009
              0.0035              0.3750              3.7699              0.0200             29.8296
              0.0035              0.4000              3.7699              0.0200             25.0414
              0.0035              0.4250              3.7699              0.0200             23.2687
              0.0035              0.4500              3.7699              0.0200             23.2151
              0.0035              0.4750              3.7699              0.0200             23.8364
              0.0035              0.5000              3.7699              0.0200             24.4106
              0.0035              0.5250              3.7699              0.0200             24.5865
              0.0035              0.5500              3.7699              0.0200             24.4054
              0.0035              0.5750              3.7699              0.0200             24.2946
              0.0035              0.6000              3.7699              0.0200             25.0340
              0.0035              0.6250              3.7699              0.0200             27.6966
              0.0035              0.6500              3.7699              0.0200             33.5744
              0.0035              0.6750              3.7699              0.0200             44.0907
              0.0035              0.7000              3.7699              0.0200             60.7139
              0.0035              0.7250              3.7699              0.0200             84.8756
              0.0035              0.7500              3.7699              0.0200            117.8861
              0.0035              0.7750              3.7699              0.0200            160.9151
              0.0035              0.3000              3.7699              0.0250             77.8355
              0.0035              0.3250              3.7699              0.0250             54.6356
              0.0035              0.3500              3.7699              0.0250             39.0945
              0.0035              0.3750              3.7699              0.0250             29.6688
              0.0035              0.4000              3.7699              0.0250             24.8069
              0.0035              0.4250              3.7699              0.0250             23.0328
              0.0035              0.4500              3.7699              0.0250             23.0350
              0.0035              0.4750              3.7699              0.0250             23.7481
              0.0035              0.5000              3.7699              0.0250             24.4226
              0.0035              0.5250              3.7699              0.0250             24.6739
              0.0035              0.5500              3.7699              0.0250             24.5058
              0.0035              0.5750              3.7699              0.0250             24.3065
              0.0035              0.6000              3.7699              0.0250             24.8164
              0.0035              0.6250              3.7699              0.0250             27.0723
              0.0035              0.6500              3.7699              0.0250             32.3348
              0.0035              0.6750              3.7699              0.0250             42.0021
              0.0035              0.7000              3.7699              0.0250             57.5268
              0.0035              0.7250              3.7699              0.0250             80.3321
              0.0035              0.7500              3.7699              0.0250            111.7278
              0.0035              0.7750              3.7699              0.0250            152.8934
              0.0035              0.3000              3.7699              0.0300             78.6204
              0.0035              0.3250              3.7699              0.0300             55.1052
              0.0035              0.3500              3.7699              0.0300             39.3226
              0.0035              0.3750              3.7699              0.0300             29.7300
              0.0035              0.4000              3.7699              0.0300             24.7738
              0.0035              0.4250              3.7699              0.0300             22.9710
              0.0035              0.4500              3.7699              0.0300             22.9986
              0.0035              0.4750              3.7699              0.0300             23.7734
              0.0035              0.5000              3.7699              0.0300             24.5223
              0.0035              0.5250              3.7699              0.0300             24.8320
              0.0035              0.5500              3.7699              0.0300             24.6735
              0.0035              0.5750              3.7699              0.0300             24.4001
              0.0035              0.6000              3.7699              0.0300             24.7168
              0.0035              0.6250              3.7699              0.0300             26.6279
              0.0035              0.6500              3.7699              0.0300             31.3650
              0.0035              0.6750              3.7699              0.0300             40.3034
              0.0035              0.7000              3.7699              0.0300             54.8817
              0.0035              0.7250              3.7699              0.0300             76.5088
              0.0035              0.7500              3.7699              0.0300            106.5055
              0.0035              0.7750              3.7699              0.0300            146.0373
              0.0035              0.3000              3.7699              0.0350             79.5708
              0.0035              0.3250              3.7699              0.0350             55.7399
              0.0035              0.3500              3.7699              0.0350             39.7077
              0.0035              0.3750              3.7699              0.0350             29.9333
              0.0035              0.4000              3.7699              0.0350             24.8620
              0.0035              0.4250              3.7699              0.0350             23.0064
              0.0035              0.4500              3.7699              0.0350             23.0334
              0.0035              0.4750              3.7699              0.0350             23.8451
              0.0035              0.5000              3.7699              0.0350             24.6478
              0.0035              0.5250              3.7699              0.0350             25.0027
              0.0035              0.5500              3.7699              0.0350             24.8518
              0.0035              0.5750              3.7699              0.0350             24.5165
              0.0035              0.6000              3.7699              0.0350             24.6699
              0.0035              0.6250              3.7699              0.0350             26.2862
              0.0035              0.6500              3.7699              0.0350             30.5691
              0.0035              0.6750              3.7699              0.0350             38.8738
              0.0035              0.7000              3.7699              0.0350             52.6222
              0.0035              0.7250              3.7699              0.0350             73.2096
              0.0035              0.7500              3.7699              0.0350            101.9699
              0.0035              0.7750              3.7699              0.0350            140.0584
              0.0035              0.3000              3.7699              0.0400             80.6464
              0.0035              0.3250              3.7699              0.0400             56.4933
              0.0035              0.3500              3.7699              0.0400             40.1997
              0.0035              0.3750              3.7699              0.0400             30.2270
              0.0035              0.4000              3.7699              0.0400             25.0205
              0.0035              0.4250              3.7699              0.0400             23.0894
              0.0035              0.4500              3.7699              0.0400             23.0928
              0.0035              0.4750              3.7699              0.0400             23.9198
              0.0035              0.5000              3.7699              0.0400             24.7588
              0.0035              0.5250              3.7699              0.0400             25.1483
              0.0035              0.5500              3.7699              0.0400             25.0037
              0.0035              0.5750              3.7699              0.0400             24.6171
              0.0035              0.6000              3.7699              0.0400             24.6326
              0.0035              0.6250              3.7699              0.0400             25.9956
              0.0035              0.6500              3.7699              0.0400             29.8844
              0.0035              0.6750              3.7699              0.0400             37.6336
              0.0035              0.7000              3.7699              0.0400             50.6497
              0.0035              0.7250              3.7699              0.0400             70.3182
              0.0035              0.7500              3.7699              0.0400             97.9718
              0.0035              0.7750              3.7699              0.0400            134.7678
              0.0035              0.3000              3.7699              0.0450             81.8201
              0.0035              0.3250              3.7699              0.0450             57.3348
              0.0035              0.3500              3.7699              0.0450             40.7660
              0.0035              0.3750              3.7699              0.0450             30.5780
              0.0035              0.4000              3.7699              0.0450             25.2170
              0.0035              0.4250              3.7699              0.0450             23.1898
              0.0035              0.4500              3.7699              0.0450             23.1491
              0.0035              0.4750              3.7699              0.0450             23.9727
              0.0035              0.5000              3.7699              0.0450             24.8332
              0.0035              0.5250              3.7699              0.0450             25.2485
              0.0035              0.5500              3.7699              0.0450             25.1095
              0.0035              0.5750              3.7699              0.0450             24.6818
              0.0035              0.6000              3.7699              0.0450             24.5816
              0.0035              0.6250              3.7699              0.0450             25.7276
              0.0035              0.6500              3.7699              0.0450             29.2737
              0.0035              0.6750              3.7699              0.0450             36.5346
              0.0035              0.7000              3.7699              0.0450             48.9016
              0.0035              0.7250              3.7699              0.0450             67.7501
              0.0035              0.7500              3.7699              0.0450             94.4106
              0.0035              0.7750              3.7699              0.0450            130.0415
              0.0035              0.3000              3.7699              0.0500             83.0731
              0.0035              0.3250              3.7699              0.0500             58.2436
              0.0035              0.3500              3.7699              0.0500             41.3851
              0.0035              0.3750              3.7699              0.0500             30.9655
              0.0035              0.4000              3.7699              0.0500             25.4322
              0.0035              0.4250              3.7699              0.0500             23.2906
              0.0035              0.4500              3.7699              0.0500             23.1877
              0.0035              0.4750              3.7699              0.0500             23.9923
              0.0035              0.5000              3.7699              0.0500             24.8622
              0.0035              0.5250              3.7699              0.0500             25.2968
              0.0035              0.5500              3.7699              0.0500             25.1641
              0.0035              0.5750              3.7699              0.0500             24.7052
              0.0035              0.6000              3.7699              0.0500             24.5099
              0.0035              0.6250              3.7699              0.0500             25.4715
              0.0035              0.6500              3.7699              0.0500             28.7205
              0.0035              0.6750              3.7699              0.0500             35.5541
              0.0035              0.7000              3.7699              0.0500             47.3427
              0.0035              0.7250              3.7699              0.0500             65.4628
              0.0035              0.7500              3.7699              0.0500             91.2215
              0.0035              0.7750              3.7699              0.0500            125.7969
              0.0035              0.3000              3.7699              0.0550             84.3921
              0.0035              0.3250              3.7699              0.0550             59.2061
              0.0035              0.3500              3.7699              0.0550             42.0433
              0.0035              0.3750              3.7699              0.0550             31.3767
              0.0035              0.4000              3.7699              0.0550             25.6551
              0.0035              0.4250              3.7699              0.0550             23.3831
              0.0035              0.4500              3.7699              0.0550             23.2034
              0.0035              0.4750              3.7699              0.0550             23.9763
              0.0035              0.5000              3.7699              0.0550             24.8465
              0.0035              0.5250              3.7699              0.0550             25.2961
              0.0035              0.5500              3.7699              0.0550             25.1722
              0.0035              0.5750              3.7699              0.0550             24.6922
              0.0035              0.6000              3.7699              0.0550             24.4214
              0.0035              0.6250              3.7699              0.0550             25.2277
              0.0035              0.6500              3.7699              0.0550             28.2209
              0.0035              0.6750              3.7699              0.0550             34.6772
              0.0035              0.7000              3.7699              0.0550             45.9468
              0.0035              0.7250              3.7699              0.0550             63.4129
              0.0035              0.7500              3.7699              0.0550             88.3610
              0.0035              0.7750              3.7699              0.0550            121.9752
              0.0035              0.3000              3.7699              0.0600             85.7678
              0.0035              0.3250              3.7699              0.0600             60.2117
              0.0035              0.3500              3.7699              0.0600             42.7317
              0.0035              0.3750              3.7699              0.0600             31.8043
              0.0035              0.4000              3.7699              0.0600             25.8805
              0.0035              0.4250              3.7699              0.0600             23.4649
              0.0035              0.4500              3.7699              0.0600             23.1967
              0.0035              0.4750              3.7699              0.0600             23.9279
              0.0035              0.5000              3.7699              0.0600             24.7921
              0.0035              0.5250              3.7699              0.0600             25.2547
              0.0035              0.5500              3.7699              0.0600             25.1434
              0.0035              0.5750              3.7699              0.0600             24.6531
              0.0035              0.6000              3.7699              0.0600             24.3252
              0.0035              0.6250              3.7699              0.0600             25.0040
              0.0035              0.6500              3.7699              0.0600             27.7773
              0.0035              0.6750              3.7699              0.0600             33.9023
              0.0035              0.7000              3.7699              0.0600             44.7135
              0.0035              0.7250              3.7699              0.0600             61.5847
              0.0035              0.7500              3.7699              0.0600             85.7952
              0.0035              0.7750              3.7699              0.0600            118.5289
              0.0035              0.3000              3.7699              0.0650             87.1935
              0.0035              0.3250              3.7699              0.0650             61.2547
              0.0035              0.3500              3.7699              0.0650             43.4448
              0.0035              0.3750              3.7699              0.0650             32.2442
              0.0035              0.4000              3.7699              0.0650             26.1065
              0.0035              0.4250              3.7699              0.0650             23.5363
              0.0035              0.4500              3.7699              0.0650             23.1699
              0.0035              0.4750              3.7699              0.0650             23.8527
              0.0035              0.5000              3.7699              0.0650             24.7067
              0.0035              0.5250              3.7699              0.0650             25.1823
