#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0031              0.4250              0.8727              0.0220             18.3985
              0.0031              0.4375              0.8727              0.0220             17.4561
              0.0031              0.4500              0.8727              0.0220             16.9694
              0.0031              0.4625              0.8727              0.0220             16.8158
              0.0031              0.4750              0.8727              0.0220             16.8904
              0.0031              0.4875              0.8727              0.0220             17.1083
              0.0031              0.5000              0.8727              0.0220             17.4055
              0.0031              0.5125              0.8727              0.0220             17.7401
              0.0031              0.5250              0.8727              0.0220             18.0934
              0.0031              0.5375              0.8727              0.0220             18.4694
              0.0031              0.5500              0.8727              0.0220             18.8955
              0.0031              0.5625              0.8727              0.0220             19.4211
              0.0031              0.5750              0.8727              0.0220             20.1173
              0.0031              0.5875              0.8727              0.0220             21.0752
              0.0031              0.6000              0.8727              0.0220             22.4043
              0.0031              0.6125              0.8727              0.0220             24.2305
              0.0031              0.6250              0.8727              0.0220             26.6938
              0.0031              0.6375              0.8727              0.0220             29.9461
              0.0031              0.6500              0.8727              0.0220             34.1485
              0.0031              0.6625              0.8727              0.0220             39.4683
              0.0031              0.6750              0.8727              0.0220             46.0775
              0.0031              0.6875              0.8727              0.0220             54.1492
              0.0031              0.7000              0.8727              0.0220             63.8555
              0.0031              0.7125              0.8727              0.0220             75.3648
              0.0031              0.7250              0.8727              0.0220             88.8409
              0.0032              0.3000              0.8727              0.0220             89.7176
              0.0032              0.3125              0.8727              0.0220             75.3279
              0.0032              0.3250              0.8727              0.0220             63.0771
              0.0032              0.3375              0.8727              0.0220             52.7960
              0.0032              0.3500              0.8727              0.0220             44.3089
              0.0032              0.3625              0.8727              0.0220             37.4356
              0.0032              0.3750              0.8727              0.0220             31.9941
              0.0032              0.3875              0.8727              0.0220             27.8039
              0.0032              0.4000              0.8727              0.0220             24.6869
              0.0032              0.4125              0.8727              0.0220             22.4711
              0.0032              0.4250              0.8727              0.0220             20.9933
              0.0032              0.4375              0.8727              0.0220             20.1011
              0.0032              0.4500              0.8727              0.0220             19.6560
              0.0032              0.4625              0.8727              0.0220             19.5352
              0.0032              0.4750              0.8727              0.0220             19.6341
              0.0032              0.4875              0.8727              0.0220             19.8675
              0.0032              0.5000              0.8727              0.0220             20.1718
              0.0032              0.5125              0.8727              0.0220             20.5054
              0.0032              0.5250              0.8727              0.0220             20.8497
              0.0032              0.5375              0.8727              0.0220             21.2096
              0.0032              0.5500              0.8727              0.0220             21.6127
              0.0032              0.5625              0.8727              0.0220             22.1094
              0.0032              0.5750              0.8727              0.0220             22.7712
              0.0032              0.5875              0.8727              0.0220             23.6902
              0.0032              0.6000              0.8727              0.0220             24.9766
              0.0032              0.6125              0.8727              0.0220             26.7570
              0.0032              0.6250              0.8727              0.0220             29.1725
              0.0032              0.6375              0.8727              0.0220             32.3755
              0.0032              0.6500              0.8727              0.0220             36.5281
              0.0032              0.6625              0.8727              0.0220             41.7982
              0.0032              0.6750              0.8727              0.0220             48.3585
              0.0032              0.6875              0.8727              0.0220             56.3826
              0.0032              0.7000              0.8727              0.0220             66.0432
              0.0032              0.7125              0.8727              0.0220             77.5095
              0.0032              0.7250              0.8727              0.0220             90.9444
              0.0033              0.3000              0.8727              0.0220             91.2452
              0.0033              0.3125              0.8727              0.0220             76.9589
              0.0033              0.3250              0.8727              0.0220             64.8071
              0.0033              0.3375              0.8727              0.0220             54.6205
              0.0033              0.3500              0.8727              0.0220             46.2228
              0.0033              0.3625              0.8727              0.0220             39.4336
              0.0033              0.3750              0.8727              0.0220             34.0704
              0.0033              0.3875              0.8727              0.0220             29.9523
              0.0033              0.4000              0.8727              0.0220             26.9010
              0.0033              0.4125              0.8727              0.0220             24.7442
              0.0033              0.4250              0.8727              0.0220             23.3183
              0.0033              0.4375              0.8727              0.0220             22.4708
              0.0033              0.4500              0.8727              0.0220             22.0630
              0.0033              0.4625              0.8727              0.0220             21.9717
              0.0033              0.4750              0.8727              0.0220             22.0929
              0.0033              0.4875              0.8727              0.0220             22.3414
              0.0033              0.5000              0.8727              0.0220             22.6536
              0.0033              0.5125              0.8727              0.0220             22.9882
              0.0033              0.5250              0.8727              0.0220             23.3272
              0.0033              0.5375              0.8727              0.0220             23.6761
              0.0033              0.5500              0.8727              0.0220             24.0624
              0.0033              0.5625              0.8727              0.0220             24.5372
              0.0033              0.5750              0.8727              0.0220             25.1731
              0.0033              0.5875              0.8727              0.0220             26.0625
              0.0033              0.6000              0.8727              0.0220             27.3165
              0.0033              0.6125              0.8727              0.0220             29.0625
              0.0033              0.6250              0.8727              0.0220             31.4421
              0.0033              0.6375              0.8727              0.0220             34.6087
              0.0033              0.6500              0.8727              0.0220             38.7249
              0.0033              0.6625              0.8727              0.0220             43.9592
              0.0033              0.6750              0.8727              0.0220             50.4848
              0.0033              0.6875              0.8727              0.0220             58.4760
              0.0033              0.7000              0.8727              0.0220             68.1057
              0.0033              0.7125              0.8727              0.0220             79.5434
              0.0033              0.7250              0.8727              0.0220             92.9525
              0.0034              0.3000              0.8727              0.0220             92.5693
              0.0034              0.3125              0.8727              0.0220             78.4228
              0.0034              0.3250              0.8727              0.0220             66.4085
              0.0034              0.3375              0.8727              0.0220             56.3557
              0.0034              0.3500              0.8727              0.0220             48.0871
              0.0034              0.3625              0.8727              0.0220             41.4209
              0.0034              0.3750              0.8727              0.0220             36.1747
              0.0034              0.3875              0.8727              0.0220             32.1658
              0.0034              0.4000              0.8727              0.0220             29.2151
              0.0034              0.4125              0.8727              0.0220             27.1493
              0.0034              0.4250              0.8727              0.0220             25.8040
              0.0034              0.4375              0.8727              0.0220             25.0257
              0.0034              0.4500              0.8727              0.0220             24.6758
              0.0034              0.4625              0.8727              0.0220             24.6306
              0.0034              0.4750              0.8727              0.0220             24.7851
              0.0034              0.4875              0.8727              0.0220             25.0543
              0.0034              0.5000              0.8727              0.0220             25.3746
              0.0034              0.5125              0.8727              0.0220             25.7049
              0.0034              0.5250              0.8727              0.0220             26.0275
              0.0034              0.5375              0.8727              0.0220             26.3482
              0.0034              0.5500              0.8727              0.0220             26.6958
              0.0034              0.5625              0.8727              0.0220             27.1222
              0.0034              0.5750              0.8727              0.0220             27.7012
              0.0034              0.5875              0.8727              0.0220             28.5255
              0.0034              0.6000              0.8727              0.0220             29.7077
              0.0034              0.6125              0.8727              0.0220             31.3766
              0.0034              0.6250              0.8727              0.0220             33.6751
              0.0034              0.6375              0.8727              0.0220             36.7578
              0.0034              0.6500              0.8727              0.0220             40.7884
              0.0034              0.6625              0.8727              0.0220             45.9375
              0.0034              0.6750              0.8727              0.0220             52.3785
              0.0034              0.6875              0.8727              0.0220             60.2871
              0.0034              0.7000              0.8727              0.0220             69.8373
              0.0034              0.7125              0.8727              0.0220             81.1995
              0.0034              0.7250              0.8727              0.0220             94.5381
              0.0035              0.3000              0.8727              0.0220             94.5250
              0.0035              0.3125              0.8727              0.0220             80.4644
              0.0035              0.3250              0.8727              0.0220             68.5316
              0.0035              0.3375              0.8727              0.0220             58.5556
              0.0035              0.3500              0.8727              0.0220             50.3588
              0.0035              0.3625              0.8727              0.0220             43.7601
              0.0035              0.3750              0.8727              0.0220             38.5761
              0.0035              0.3875              0.8727              0.0220             34.6241
              0.0035              0.4000              0.8727              0.0220             31.7249
              0.0035              0.4125              0.8727              0.0220             29.7052
              0.0035              0.4250              0.8727              0.0220             28.3999
              0.0035              0.4375              0.8727              0.0220             27.6567
              0.0035              0.4500              0.8727              0.0220             27.3356
              0.0035              0.4625              0.8727              0.0220             27.3136
              0.0035              0.4750              0.8727              0.0220             27.4855
              0.0035              0.4875              0.8727              0.0220             27.7664
              0.0035              0.5000              0.8727              0.0220             28.0931
              0.0035              0.5125              0.8727              0.0220             28.4246
              0.0035              0.5250              0.8727              0.0220             28.7435
              0.0035              0.5375              0.8727              0.0220             29.0560
              0.0035              0.5500              0.8727              0.0220             29.3914
              0.0035              0.5625              0.8727              0.0220             29.8019
              0.0035              0.5750              0.8727              0.0220             30.3614
              0.0035              0.5875              0.8727              0.0220             31.1645
              0.0035              0.6000              0.8727              0.0220             32.3230
              0.0035              0.6125              0.8727              0.0220             33.9665
              0.0035              0.6250              0.8727              0.0220             36.2384
              0.0035              0.6375              0.8727              0.0220             39.2939
              0.0035              0.6500              0.8727              0.0220             43.2971
              0.0035              0.6625              0.8727              0.0220             48.4186
              0.0035              0.6750              0.8727              0.0220             54.8330
              0.0035              0.6875              0.8727              0.0220             62.7154
              0.0035              0.7000              0.8727              0.0220             72.2401
              0.0035              0.7125              0.8727              0.0220             83.5777
              0.0035              0.7250              0.8727              0.0220             96.8926
              0.0036              0.3000              0.8727              0.0220             97.4484
              0.0036              0.3125              0.8727              0.0220             83.5182
              0.0036              0.3250              0.8727              0.0220             71.7097
              0.0036              0.3375              0.8727              0.0220             61.8516
              0.0036              0.3500              0.8727              0.0220             53.7659
              0.0036              0.3625              0.8727              0.0220             47.2714
              0.0036              0.3750              0.8727              0.0220             42.1842
              0.0036              0.3875              0.8727              0.0220             38.3212
              0.0036              0.4000              0.8727              0.0220             35.5030
              0.0036              0.4125              0.8727              0.0220             33.5555
              0.0036              0.4250              0.8727              0.0220             32.3146
              0.0036              0.4375              0.8727              0.0220             31.6266
              0.0036              0.4500              0.8727              0.0220             31.3518
              0.0036              0.4625              0.8727              0.0220             31.3669
              0.0036              0.4750              0.8727              0.0220             31.5669
              0.0036              0.4875              0.8727              0.0220             31.8669
              0.0036              0.5000              0.8727              0.0220             32.2037
              0.0036              0.5125              0.8727              0.0220             32.5368
              0.0036              0.5250              0.8727              0.0220             32.8489
              0.0036              0.5375              0.8727              0.0220             33.1465
              0.0036              0.5500              0.8727              0.0220             33.4594
              0.0036              0.5625              0.8727              0.0220             33.8403
              0.0036              0.5750              0.8727              0.0220             34.3635
              0.0036              0.5875              0.8727              0.0220             35.1239
              0.0036              0.6000              0.8727              0.0220             36.2350
              0.0036              0.6125              0.8727              0.0220             37.8258
              0.0036              0.6250              0.8727              0.0220             40.0408
              0.0036              0.6375              0.8727              0.0220             43.0356
              0.0036              0.6500              0.8727              0.0220             46.9750
              0.0036              0.6625              0.8727              0.0220             52.0300
              0.0036              0.6750              0.8727              0.0220             58.3757
              0.0036              0.6875              0.8727              0.0220             66.1875
              0.0036              0.7000              0.8727              0.0220             75.6402
              0.0036              0.7125              0.8727              0.0220             86.9045
              0.0036              0.7250              0.8727              0.0220            100.1451
              0.0037              0.3000              0.8727              0.0220             98.2735
              0.0037              0.3125              0.8727              0.0220             84.4437
              0.0037              0.3250              0.8727              0.0220             72.7342
              0.0037              0.3375              0.8727              0.0220             62.9730
              0.0037              0.3500              0.8727              0.0220             54.9820
              0.0037              0.3625              0.8727              0.0220             48.5787
              0.0037              0.3750              0.8727              0.0220             43.5785
              0.0037              0.3875              0.8727              0.0220             39.7980
              0.0037              0.4000              0.8727              0.0220             37.0562
              0.0037              0.4125              0.8727              0.0220             35.1796
              0.0037              0.4250              0.8727              0.0220             34.0025
              0.0037              0.4375              0.8727              0.0220             33.3708
              0.0037              0.4500              0.8727              0.0220             33.1444
              0.0037              0.4625              0.8727              0.0220             33.1995
              0.0037              0.4750              0.8727              0.0220             33.4308
              0.0037              0.4875              0.8727              0.0220             33.7534
              0.0037              0.5000              0.8727              0.0220             34.1040
              0.0037              0.5125              0.8727              0.0220             34.4420
              0.0037              0.5250              0.8727              0.0220             34.7505
              0.0037              0.5375              0.8727              0.0220             35.0364
              0.0037              0.5500              0.8727              0.0220             35.3300
              0.0037              0.5625              0.8727              0.0220             35.6845
              0.0037              0.5750              0.8727              0.0220             36.1750
              0.0037              0.5875              0.8727              0.0220             36.8972
              0.0037              0.6000              0.8727              0.0220             37.9650
              0.0037              0.6125              0.8727              0.0220             39.5097
              0.0037              0.6250              0.8727              0.0220             41.6753
              0.0037              0.6375              0.8727              0.0220             44.6188
              0.0037              0.6500              0.8727              0.0220             48.5059
              0.0037              0.6625              0.8727              0.0220             53.5087
              0.0037              0.6750              0.8727              0.0220             59.8028
              0.0037              0.6875              0.8727              0.0220             67.5650
              0.0037              0.7000              0.8727              0.0220             76.9701
              0.0037              0.7125              0.8727              0.0220             88.1897
              0.0037              0.7250              0.8727              0.0220            101.3889
              0.0038              0.3000              0.8727              0.0220            100.6913
              0.0038              0.3125              0.8727              0.0220             87.0000
              0.0038              0.3250              0.8727              0.0220             75.4251
              0.0038              0.3375              0.8727              0.0220             65.7939
              0.0038              0.3500              0.8727              0.0220             57.9278
              0.0038              0.3625              0.8727              0.0220             51.6433
              0.0038              0.3750              0.8727              0.0220             46.7553
              0.0038              0.3875              0.8727              0.0220             43.0794
              0.0038              0.4000              0.8727              0.0220             40.4339
              0.0038              0.4125              0.8727              0.0220             38.6449
              0.0038              0.4250              0.8727              0.0220             37.5456
              0.0038              0.4375              0.8727              0.0220             36.9816
              0.0038              0.4500              0.8727              0.0220             36.8122
              0.0038              0.4625              0.8727              0.0220             36.9132
              0.0038              0.4750              0.8727              0.0220             37.1792
              0.0038              0.4875              0.8727              0.0220             37.5248
              0.0038              0.5000              0.8727              0.0220             37.8869
              0.0038              0.5125              0.8727              0.0220             38.2250
              0.0038              0.5250              0.8727              0.0220             38.5224
              0.0038              0.5375              0.8727              0.0220             38.7864
              0.0038              0.5500              0.8727              0.0220             39.0478
              0.0038              0.5625              0.8727              0.0220             39.3605
              0.0038              0.5750              0.8727              0.0220             39.8002
              0.0038              0.5875              0.8727              0.0220             40.4633
              0.0038              0.6000              0.8727              0.0220             41.4650
              0.0038              0.6125              0.8727              0.0220             42.9367
              0.0038              0.6250              0.8727              0.0220             45.0248
              0.0038              0.6375              0.8727              0.0220             47.8860
              0.0038              0.6500              0.8727              0.0220             51.6874
              0.0038              0.6625              0.8727              0.0220             56.6019
              0.0038              0.6750              0.8727              0.0220             62.8061
              0.0038              0.6875              0.8727              0.0220             70.4777
              0.0038              0.7000              0.8727              0.0220             79.7921
              0.0038              0.7125              0.8727              0.0220             90.9217
              0.0038              0.7250              0.8727              0.0220            104.0320
              0.0039              0.3000              0.8727              0.0220            103.4795
              0.0039              0.3125              0.8727              0.0220             89.9328
              0.0039              0.3250              0.8727              0.0220             78.4987
              0.0039              0.3375              0.8727              0.0220             69.0037
              0.0039              0.3500              0.8727              0.0220             61.2686
              0.0039              0.3625              0.8727              0.0220             55.1090
              0.0039              0.3750              0.8727              0.0220             50.3391
              0.0039              0.3875              0.8727              0.0220             46.7732
              0.0039              0.4000              0.8727              0.0220             44.2300
              0.0039              0.4125              0.8727              0.0220             42.5335
              0.0039              0.4250              0.8727              0.0220             41.5169
              0.0039              0.4375              0.8727              0.0220             41.0247
              0.0039              0.4500              0.8727              0.0220             40.9159
              0.0039              0.4625              0.8727              0.0220             41.0659
              0.0039              0.4750              0.8727              0.0220             41.3686
              0.0039              0.4875              0.8727              0.0220             41.7387
              0.0039              0.5000              0.8727              0.0220             42.1129
              0.0039              0.5125              0.8727              0.0220             42.4507
              0.0039              0.5250              0.8727              0.0220             42.7358
              0.0039              0.5375              0.8727              0.0220             42.9757
              0.0039              0.5500              0.8727              0.0220             43.2017
              0.0039              0.5625              0.8727              0.0220             43.4684
              0.0039              0.5750              0.8727              0.0220             43.8522
              0.0039              0.5875              0.8727              0.0220             44.4504
              0.0039              0.6000              0.8727              0.0220             45.3789
              0.0039              0.6125              0.8727              0.0220             46.7703
              0.0039              0.6250              0.8727              0.0220             48.7719
              0.0039              0.6375              0.8727              0.0220             51.5414
              0.0039              0.6500              0.8727              0.0220             55.2469
              0.0039              0.6625              0.8727              0.0220             60.0623
              0.0039              0.6750              0.8727              0.0220             66.1652
              0.0039              0.6875              0.8727              0.0220             73.7338
              0.0039              0.7000              0.8727              0.0220             82.9448
              0.0039              0.7125              0.8727              0.0220             93.9708
              0.0039              0.7250              0.8727              0.0220            106.9781
              0.0040              0.3000              0.8727              0.0220            106.3365
              0.0040              0.3125              0.8727              0.0220             92.8914
              0.0040              0.3250              0.8727              0.0220             81.5534
              0.0040              0.3375              0.8727              0.0220             72.1492
              0.0040              0.3500              0.8727              0.0220             64.4992
              0.0040              0.3625              0.8727              0.0220             58.4188
              0.0040              0.3750              0.8727              0.0220             53.7221
              0.0040              0.3875              0.8727              0.0220             50.2229
              0.0040              0.4000              0.8727              0.0220             47.7402
              0.0040              0.4125              0.8727              0.0220             46.0976
              0.0040              0.4250              0.8727              0.0220             45.1279
              0.0040              0.4375              0.8727              0.0220             44.6758
              0.0040              0.4500              0.8727              0.0220             44.6000
              0.0040              0.4625              0.8727              0.0220             44.7759
              0.0040              0.4750              0.8727              0.0220             45.0974
              0.0040              0.4875              0.8727              0.0220             45.4793
              0.0040              0.5000              0.8727              0.0220             45.8582
              0.0040              0.5125              0.8727              0.0220             46.1941
              0.0040              0.5250              0.8727              0.0220             46.4707
              0.0040              0.5375              0.8727              0.0220             46.6959
              0.0040              0.5500              0.8727              0.0220             46.9014
              0.0040              0.5625              0.8727              0.0220             47.1420
              0.0040              0.5750              0.8727              0.0220             47.4947
              0.0040              0.5875              0.8727              0.0220             48.0572
              0.0040              0.6000              0.8727              0.0220             48.9458
              0.0040              0.6125              0.8727              0.0220             50.2937
              0.0040              0.6250              0.8727              0.0220             52.2482
              0.0040              0.6375              0.8727              0.0220             54.9686
              0.0040              0.6500              0.8727              0.0220             58.6222
              0.0040              0.6625              0.8727              0.0220             63.3838
              0.0040              0.6750              0.8727              0.0220             69.4310
              0.0040              0.6875              0.8727              0.0220             76.9427
              0.0040              0.7000              0.8727              0.0220             86.0956
              0.0040              0.7125              0.8727              0.0220             97.0623
              0.0040              0.7250              0.8727              0.0220            110.0093
              0.0041              0.3000              0.8727              0.0220            108.3140
              0.0041              0.3125              0.8727              0.0220             94.9671
              0.0041              0.3250              0.8727              0.0220             83.7238
              0.0041              0.3375              0.8727              0.0220             74.4108
              0.0041              0.3500              0.8727              0.0220             66.8477
              0.0041              0.3625              0.8727              0.0220             60.8499
              0.0041              0.3750              0.8727              0.0220             56.2302
              0.0041              0.3875              0.8727              0.0220             52.8035
              0.0041              0.4000              0.8727              0.0220             50.3869
              0.0041              0.4125              0.8727              0.0220             48.8041
              0.0041              0.4250              0.8727              0.0220             47.8875
              0.0041              0.4375              0.8727              0.0220             47.4815
              0.0041              0.4500              0.8727              0.0220             47.4444
              0.0041              0.4625              0.8727              0.0220             47.6513
              0.0041              0.4750              0.8727              0.0220             47.9963
              0.0041              0.4875              0.8727              0.0220             48.3938
              0.0041              0.5000              0.8727              0.0220             48.7807
              0.0041              0.5125              0.8727              0.0220             49.1171
              0.0041              0.5250              0.8727              0.0220             49.3869
              0.0041              0.5375              0.8727              0.0220             49.5982
              0.0041              0.5500              0.8727              0.0220             49.7832
              0.0041              0.5625              0.8727              0.0220             49.9973
              0.0041              0.5750              0.8727              0.0220             50.3181
              0.0041              0.5875              0.8727              0.0220             50.8436
              0.0041              0.6000              0.8727              0.0220             51.6911
              0.0041              0.6125              0.8727              0.0220             52.9943
              0.0041              0.6250              0.8727              0.0220             54.9011
              0.0041              0.6375              0.8727              0.0220             57.5712
              0.0041              0.6500              0.8727              0.0220             61.1736
              0.0041              0.6625              0.8727              0.0220             65.8826
              0.0041              0.6750              0.8727              0.0220             71.8767
              0.0041              0.6875              0.8727              0.0220             79.3352
              0.0041              0.7000              0.8727              0.0220             88.4354
              0.0041              0.7125              0.8727              0.0220             99.3499
              0.0041              0.7250              0.8727              0.0220            112.2457
              0.0042              0.3000              0.8727              0.0220            110.5259
              0.0042              0.3125              0.8727              0.0220             97.2846
              0.0042              0.3250              0.8727              0.0220             86.1434
              0.0042              0.3375              0.8727              0.0220             76.9287
              0.0042              0.3500              0.8727              0.0220             69.4596
              0.0042              0.3625              0.8727              0.0220             63.5506
              0.0042              0.3750              0.8727              0.0220             59.0150
              0.0042              0.3875              0.8727              0.0220             55.6663
              0.0042              0.4000              0.8727              0.0220             53.3213
              0.0042              0.4125              0.8727              0.0220             51.8031
              0.0042              0.4250              0.8727              0.0220             50.9439
              0.0042              0.4375              0.8727              0.0220             50.5873
              0.0042              0.4500              0.8727              0.0220             50.5916
              0.0042              0.4625              0.8727              0.0220             50.8310
              0.0042              0.4750              0.8727              0.0220             51.2004
              0.0042              0.4875              0.8727              0.0220             51.6137
              0.0042              0.5000              0.8727              0.0220             52.0078
              0.0042              0.5125              0.8727              0.0220             52.3430
              0.0042              0.5250              0.8727              0.0220             52.6034
              0.0042              0.5375              0.8727              0.0220             52.7975
              0.0042              0.5500              0.8727              0.0220             52.9584
              0.0042              0.5625              0.8727              0.0220             53.1411
              0.0042              0.5750              0.8727              0.0220             53.4241
              0.0042              0.5875              0.8727              0.0220             53.9064
              0.0042              0.6000              0.8727              0.0220             54.7057
              0.0042              0.6125              0.8727              0.0220             55.9565
              0.0042              0.6250              0.8727              0.0220             57.8076
              0.0042              0.6375              0.8727              0.0220             60.4193
              0.0042              0.6500              0.8727              0.0220             63.9615
              0.0042              0.6625              0.8727              0.0220             68.6087
              0.0042              0.6750              0.8727              0.0220             74.5404
              0.0042              0.6875              0.8727              0.0220             81.9363
              0.0042              0.7000              0.8727              0.0220             90.9740
              0.0042              0.7125              0.8727              0.0220            101.8270
              0.0042              0.7250              0.8727              0.0220            114.6619
              0.0043              0.3000              0.8727              0.0220            113.0394
              0.0043              0.3125              0.8727              0.0220             99.8673
              0.0043              0.3250              0.8727              0.0220             88.7901
              0.0043              0.3375              0.8727              0.0220             79.6339
              0.0043              0.3500              0.8727              0.0220             72.2179
              0.0043              0.3625              0.8727              0.0220             66.3568
              0.0043              0.3750              0.8727              0.0220             61.8643
              0.0043              0.3875              0.8727              0.0220             58.5537
              0.0043              0.4000              0.8727              0.0220             56.2422
              0.0043              0.4125              0.8727              0.0220             54.7529
              0.0043              0.4250              0.8727              0.0220             53.9181
              0.0043              0.4375              0.8727              0.0220             53.5818
              0.0043              0.4500              0.8727              0.0220             53.6018
              0.0043              0.4625              0.8727              0.0220             53.8540
              0.0043              0.4750              0.8727              0.0220             54.2321
              0.0043              0.4875              0.8727              0.0220             54.6507
              0.0043              0.5000              0.8727              0.0220             55.0468
              0.0043              0.5125              0.8727              0.0220             55.3810
              0.0043              0.5250              0.8727              0.0220             55.6375
              0.0043              0.5375              0.8727              0.0220             55.8253
              0.0043              0.5500              0.8727              0.0220             55.9771
              0.0043              0.5625              0.8727              0.0220             56.1489
              0.0043              0.5750              0.8727              0.0220             56.4197
              0.0043              0.5875              0.8727              0.0220             56.8875
              0.0043              0.6000              0.8727              0.0220             57.6708
              0.0043              0.6125              0.8727              0.0220             58.9041
              0.0043              0.6250              0.8727              0.0220             60.7362
              0.0043              0.6375              0.8727              0.0220             63.3278
              0.0043              0.6500              0.8727              0.0220             66.8481
              0.0043              0.6625              0.8727              0.0220             71.4730
              0.0043              0.6750              0.8727              0.0220             77.3806
              0.0043              0.6875              0.8727              0.0220             84.7508
              0.0043              0.7000              0.8727              0.0220             93.7613
              0.0043              0.7125              0.8727              0.0220            104.5853
              0.0043              0.7250              0.8727              0.0220            117.3891
              0.0044              0.3000              0.8727              0.0220            115.9909
