#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0030              0.3125              3.8397              0.0220             54.9156
              0.0030              0.3250              3.8397              0.0220             44.3816
              0.0030              0.3375              3.8397              0.0220             35.7183
              0.0030              0.3500              3.8397              0.0220             28.7350
              0.0030              0.3625              3.8397              0.0220             23.2405
              0.0030              0.3750              3.8397              0.0220             19.0443
              0.0030              0.3875              3.8397              0.0220             15.9564
              0.0030              0.4000              3.8397              0.0220             13.7942
              0.0030              0.4125              3.8397              0.0220             12.3827
              0.0030              0.4250              3.8397              0.0220             11.5574
              0.0030              0.4375              3.8397              0.0220             11.1678
              0.0030              0.4500              3.8397              0.0220             11.0792
              0.0030              0.4625              3.8397              0.0220             11.1756
              0.0030              0.4750              3.8397              0.0220             11.3612
              0.0030              0.4875              3.8397              0.0220             11.5625
              0.0030              0.5000              3.8397              0.0220             11.7292
              0.0030              0.5125              3.8397              0.0220             11.8353
              0.0030              0.5250              3.8397              0.0220             11.8797
              0.0030              0.5375              3.8397              0.0220             11.8856
              0.0030              0.5500              3.8397              0.0220             11.9007
              0.0030              0.5625              3.8397              0.0220             11.9959
              0.0030              0.5750              3.8397              0.0220             12.2638
              0.0030              0.5875              3.8397              0.0220             12.8174
              0.0030              0.6000              3.8397              0.0220             13.7879
              0.0030              0.6125              3.8397              0.0220             15.3223
              0.0030              0.6250              3.8397              0.0220             17.5807
              0.0030              0.6375              3.8397              0.0220             20.7337
              0.0030              0.6500              3.8397              0.0220             24.9607
              0.0030              0.6625              3.8397              0.0220             30.4452
              0.0030              0.6750              3.8397              0.0220             37.3734
              0.0030              0.6875              3.8397              0.0220             45.9309
              0.0030              0.7000              3.8397              0.0220             56.3025
              0.0030              0.7125              3.8397              0.0220             68.6620
              0.0030              0.7250              3.8397              0.0220             83.1764
              0.0031              0.3000              3.8397              0.0220             68.8597
              0.0031              0.3125              3.8397              0.0220             56.3307
              0.0031              0.3250              3.8397              0.0220             45.8498
              0.0031              0.3375              3.8397              0.0220             37.2373
              0.0031              0.3500              3.8397              0.0220             30.3022
              0.0031              0.3625              3.8397              0.0220             24.8533
              0.0031              0.3750              3.8397              0.0220             20.6993
              0.0031              0.3875              3.8397              0.0220             17.6504
              0.0031              0.4000              3.8397              0.0220             15.5234
              0.0031              0.4125              3.8397              0.0220             14.1429
              0.0031              0.4250              3.8397              0.0220             13.3443
              0.0031              0.4375              3.8397              0.0220             12.9767
              0.0031              0.4500              3.8397              0.0220             12.9054
              0.0031              0.4625              3.8397              0.0220             13.0140
              0.0031              0.4750              3.8397              0.0220             13.2067
              0.0031              0.4875              3.8397              0.0220             13.4101
              0.0031              0.5000              3.8397              0.0220             13.5738
              0.0031              0.5125              3.8397              0.0220             13.6722
              0.0031              0.5250              3.8397              0.0220             13.7041
              0.0031              0.5375              3.8397              0.0220             13.6932
              0.0031              0.5500              3.8397              0.0220             13.6875
              0.0031              0.5625              3.8397              0.0220             13.7581
              0.0031              0.5750              3.8397              0.0220             13.9983
              0.0031              0.5875              3.8397              0.0220             14.5215
              0.0031              0.6000              3.8397              0.0220             15.4594
              0.0031              0.6125              3.8397              0.0220             16.9594
              0.0031              0.6250              3.8397              0.0220             19.1823
              0.0031              0.6375              3.8397              0.0220             22.2991
              0.0031              0.6500              3.8397              0.0220             26.4896
              0.0031              0.6625              3.8397              0.0220             31.9377
              0.0031              0.6750              3.8397              0.0220             38.8299
              0.0031              0.6875              3.8397              0.0220             47.3522
              0.0031              0.7000              3.8397              0.0220             57.6896
              0.0031              0.7125              3.8397              0.0220             70.0160
              0.0031              0.7250              3.8397              0.0220             84.4988
              0.0032              0.3000              3.8397              0.0220             70.8467
              0.0032              0.3125              3.8397              0.0220             58.4094
              0.0032              0.3250              3.8397              0.0220             48.0213
              0.0032              0.3375              3.8397              0.0220             39.4960
              0.0032              0.3500              3.8397              0.0220             32.6441
              0.0032              0.3625              3.8397              0.0220             27.2743
              0.0032              0.3750              3.8397              0.0220             23.1932
              0.0032              0.3875              3.8397              0.0220             20.2121
              0.0032              0.4000              3.8397              0.0220             18.1467
              0.0032              0.4125              3.8397              0.0220             16.8210
              0.0032              0.4250              3.8397              0.0220             16.0699
              0.0032              0.4375              3.8397              0.0220             15.7421
              0.0032              0.4500              3.8397              0.0220             15.7024
              0.0032              0.4625              3.8397              0.0220             15.8345
              0.0032              0.4750              3.8397              0.0220             16.0422
              0.0032              0.4875              3.8397              0.0220             16.2518
              0.0032              0.5000              3.8397              0.0220             16.4135
              0.0032              0.5125              3.8397              0.0220             16.5015
              0.0032              0.5250              3.8397              0.0220             16.5151
              0.0032              0.5375              3.8397              0.0220             16.4780
              0.0032              0.5500              3.8397              0.0220             16.4387
              0.0032              0.5625              3.8397              0.0220             16.4690
              0.0032              0.5750              3.8397              0.0220             16.6628
              0.0032              0.5875              3.8397              0.0220             17.1340
              0.0032              0.6000              3.8397              0.0220             18.0151
              0.0032              0.6125              3.8397              0.0220             19.4541
              0.0032              0.6250              3.8397              0.0220             21.6127
              0.0032              0.6375              3.8397              0.0220             24.6628
              0.0032              0.6500              3.8397              0.0220             28.7838
              0.0032              0.6625              3.8397              0.0220             34.1614
              0.0032              0.6750              3.8397              0.0220             40.9823
              0.0032              0.6875              3.8397              0.0220             49.4330
              0.0032              0.7000              3.8397              0.0220             59.6989
              0.0032              0.7125              3.8397              0.0220             71.9544
              0.0032              0.7250              3.8397              0.0220             86.3717
              0.0033              0.3000              3.8397              0.0220             72.6716
              0.0033              0.3125              3.8397              0.0220             60.3134
              0.0033              0.3250              3.8397              0.0220             50.0018
              0.0033              0.3375              3.8397              0.0220             41.5500
              0.0033              0.3500              3.8397              0.0220             34.7690
              0.0033              0.3625              3.8397              0.0220             29.4649
              0.0033              0.3750              3.8397              0.0220             25.4460
              0.0033              0.3875              3.8397              0.0220             22.5222
              0.0033              0.4000              3.8397              0.0220             20.5087
              0.0033              0.4125              3.8397              0.0220             19.2291
              0.0033              0.4250              3.8397              0.0220             18.5179
              0.0033              0.4375              3.8397              0.0220             18.2234
              0.0033              0.4500              3.8397              0.0220             18.2099
              0.0033              0.4625              3.8397              0.0220             18.3611
              0.0033              0.4750              3.8397              0.0220             18.5807
              0.0033              0.4875              3.8397              0.0220             18.7950
              0.0033              0.5000              3.8397              0.0220             18.9538
              0.0033              0.5125              3.8397              0.0220             19.0317
              0.0033              0.5250              3.8397              0.0220             19.0280
              0.0033              0.5375              3.8397              0.0220             18.9671
              0.0033              0.5500              3.8397              0.0220             18.8977
              0.0033              0.5625              3.8397              0.0220             18.8922
              0.0033              0.5750              3.8397              0.0220             19.0446
              0.0033              0.5875              3.8397              0.0220             19.4696
              0.0033              0.6000              3.8397              0.0220             20.3003
              0.0033              0.6125              3.8397              0.0220             21.6854
              0.0033              0.6250              3.8397              0.0220             23.7871
              0.0033              0.6375              3.8397              0.0220             26.7780
              0.0033              0.6500              3.8397              0.0220             30.8386
              0.0033              0.6625              3.8397              0.0220             36.1538
              0.0033              0.6750              3.8397              0.0220             42.9120
              0.0033              0.6875              3.8397              0.0220             51.2998
              0.0033              0.7000              3.8397              0.0220             61.5011
              0.0033              0.7125              3.8397              0.0220             73.6964
              0.0033              0.7250              3.8397              0.0220             88.0523
              0.0034              0.3000              3.8397              0.0220             74.4005
              0.0034              0.3125              3.8397              0.0220             62.1365
              0.0034              0.3250              3.8397              0.0220             51.9148
              0.0034              0.3375              3.8397              0.0220             43.5505
              0.0034              0.3500              3.8397              0.0220             36.8535
              0.0034              0.3625              3.8397              0.0220             31.6298
              0.0034              0.3750              3.8397              0.0220             27.6868
              0.0034              0.3875              3.8397              0.0220             24.8336
              0.0034              0.4000              3.8397              0.0220             22.8848
              0.0034              0.4125              3.8397              0.0220             21.6632
              0.0034              0.4250              3.8397              0.0220             21.0026
              0.0034              0.4375              3.8397              0.0220             20.7511
              0.0034              0.4500              3.8397              0.0220             20.7725
              0.0034              0.4625              3.8397              0.0220             20.9498
              0.0034              0.4750              3.8397              0.0220             21.1866
              0.0034              0.4875              3.8397              0.0220             21.4090
              0.0034              0.5000              3.8397              0.0220             21.5669
              0.0034              0.5125              3.8397              0.0220             21.6347
              0.0034              0.5250              3.8397              0.0220             21.6121
              0.0034              0.5375              3.8397              0.0220             21.5238
              0.0034              0.5500              3.8397              0.0220             21.4189
              0.0034              0.5625              3.8397              0.0220             21.3703
              0.0034              0.5750              3.8397              0.0220             21.4728
              0.0034              0.5875              3.8397              0.0220             21.8419
              0.0034              0.6000              3.8397              0.0220             22.6109
              0.0034              0.6125              3.8397              0.0220             23.9297
              0.0034              0.6250              3.8397              0.0220             25.9612
              0.0034              0.6375              3.8397              0.0220             28.8789
              0.0034              0.6500              3.8397              0.0220             32.8640
              0.0034              0.6625              3.8397              0.0220             38.1028
              0.0034              0.6750              3.8397              0.0220             44.7827
              0.0034              0.6875              3.8397              0.0220             53.0925
              0.0034              0.7000              3.8397              0.0220             63.2162
              0.0034              0.7125              3.8397              0.0220             75.3347
              0.0034              0.7250              3.8397              0.0220             89.6153
              0.0035              0.3000              3.8397              0.0220             76.4377
              0.0035              0.3125              3.8397              0.0220             64.2450
              0.0035              0.3250              3.8397              0.0220             54.0917
              0.0035              0.3375              3.8397              0.0220             45.7932
              0.0035              0.3500              3.8397              0.0220             39.1577
              0.0035              0.3625              3.8397              0.0220             33.9925
              0.0035              0.3750              3.8397              0.0220             30.1041
              0.0035              0.3875              3.8397              0.0220             27.3012
              0.0035              0.4000              3.8397              0.0220             25.3981
              0.0035              0.4125              3.8397              0.0220             24.2173
              0.0035              0.4250              3.8397              0.0220             23.5925
              0.0035              0.4375              3.8397              0.0220             23.3713
              0.0035              0.4500              3.8397              0.0220             23.4175
              0.0035              0.4625              3.8397              0.0220             23.6137
              0.0035              0.4750              3.8397              0.0220             23.8635
              0.0035              0.4875              3.8397              0.0220             24.0931
              0.0035              0.5000              3.8397              0.0220             24.2522
              0.0035              0.5125              3.8397              0.0220             24.3155
              0.0035              0.5250              3.8397              0.0220             24.2828
              0.0035              0.5375              3.8397              0.0220             24.1790
              0.0035              0.5500              3.8397              0.0220             24.0536
              0.0035              0.5625              3.8397              0.0220             23.9797
              0.0035              0.5750              3.8397              0.0220             24.0526
              0.0035              0.5875              3.8397              0.0220             24.3880
              0.0035              0.6000              3.8397              0.0220             25.1203
              0.0035              0.6125              3.8397              0.0220             26.3990
              0.0035              0.6250              3.8397              0.0220             28.3879
              0.0035              0.6375              3.8397              0.0220             31.2607
              0.0035              0.6500              3.8397              0.0220             35.1993
              0.0035              0.6625              3.8397              0.0220             40.3900
              0.0035              0.6750              3.8397              0.0220             47.0209
              0.0035              0.6875              3.8397              0.0220             55.2806
              0.0035              0.7000              3.8397              0.0220             65.3535
              0.0035              0.7125              3.8397              0.0220             77.4186
              0.0035              0.7250              3.8397              0.0220             91.6494
              0.0036              0.3000              3.8397              0.0220             79.3541
              0.0036              0.3125              3.8397              0.0220             67.2591
              0.0036              0.3250              3.8397              0.0220             57.1993
              0.0036              0.3375              3.8397              0.0220             48.9897
              0.0036              0.3500              3.8397              0.0220             42.4382
              0.0036              0.3625              3.8397              0.0220             37.3518
              0.0036              0.3750              3.8397              0.0220             33.5365
              0.0036              0.3875              3.8397              0.0220             30.8006
              0.0036              0.4000              3.8397              0.0220             28.9580
              0.0036              0.4125              3.8397              0.0220             27.8310
              0.0036              0.4250              3.8397              0.0220             27.2529
              0.0036              0.4375              3.8397              0.0220             27.0708
              0.0036              0.4500              3.8397              0.0220             27.1483
              0.0036              0.4625              3.8397              0.0220             27.3681
              0.0036              0.4750              3.8397              0.0220             27.6333
              0.0036              0.4875              3.8397              0.0220             27.8702
              0.0036              0.5000              3.8397              0.0220             28.0286
              0.0036              0.5125              3.8397              0.0220             28.0832
              0.0036              0.5250              3.8397              0.0220             28.0340
              0.0036              0.5375              3.8397              0.0220             27.9061
              0.0036              0.5500              3.8397              0.0220             27.7494
              0.0036              0.5625              3.8397              0.0220             27.6373
              0.0036              0.5750              3.8397              0.0220             27.6655
              0.0036              0.5875              3.8397              0.0220             27.9503
              0.0036              0.6000              3.8397              0.0220             28.6263
              0.0036              0.6125              3.8397              0.0220             29.8440
              0.0036              0.6250              3.8397              0.0220             31.7671
              0.0036              0.6375              3.8397              0.0220             34.5702
              0.0036              0.6500              3.8397              0.0220             38.4354
              0.0036              0.6625              3.8397              0.0220             43.5497
              0.0036              0.6750              3.8397              0.0220             50.1019
              0.0036              0.6875              3.8397              0.0220             58.2797
              0.0036              0.7000              3.8397              0.0220             68.2689
              0.0036              0.7125              3.8397              0.0220             80.2485
              0.0036              0.7250              3.8397              0.0220             94.3919
              0.0037              0.3000              3.8397              0.0220             81.2637
              0.0037              0.3125              3.8397              0.0220             69.2689
              0.0037              0.3250              3.8397              0.0220             59.3082
              0.0037              0.3375              3.8397              0.0220             51.1940
              0.0037              0.3500              3.8397              0.0220             44.7355
              0.0037              0.3625              3.8397              0.0220             39.7383
              0.0037              0.3750              3.8397              0.0220             36.0075
              0.0037              0.3875              3.8397              0.0220             33.3505
              0.0037              0.4000              3.8397              0.0220             31.5809
              0.0037              0.4125              3.8397              0.0220             30.5198
              0.0037              0.4250              3.8397              0.0220             29.9999
              0.0037              0.4375              3.8397              0.0220             29.8678
              0.0037              0.4500              3.8397              0.0220             29.9864
              0.0037              0.4625              3.8397              0.0220             30.2379
              0.0037              0.4750              3.8397              0.0220             30.5253
              0.0037              0.4875              3.8397              0.0220             30.7745
              0.0037              0.5000              3.8397              0.0220             30.9352
              0.0037              0.5125              3.8397              0.0220             30.9822
              0.0037              0.5250              3.8397              0.0220             30.9158
              0.0037              0.5375              3.8397              0.0220             30.7613
              0.0037              0.5500              3.8397              0.0220             30.5690
              0.0037              0.5625              3.8397              0.0220             30.4130
              0.0037              0.5750              3.8397              0.0220             30.3896
              0.0037              0.5875              3.8397              0.0220             30.6158
              0.0037              0.6000              3.8397              0.0220             31.2269
              0.0037              0.6125              3.8397              0.0220             32.3745
              0.0037              0.6250              3.8397              0.0220             34.2233
              0.0037              0.6375              3.8397              0.0220             36.9483
              0.0037              0.6500              3.8397              0.0220             40.7327
              0.0037              0.6625              3.8397              0.0220             45.7644
              0.0037              0.6750              3.8397              0.0220             52.2330
              0.0037              0.6875              3.8397              0.0220             60.3270
              0.0037              0.7000              3.8397              0.0220             70.2326
              0.0037              0.7125              3.8397              0.0220             82.1295
              0.0037              0.7250              3.8397              0.0220             96.1894
              0.0038              0.3000              3.8397              0.0220             83.4592
              0.0038              0.3125              3.8397              0.0220             71.5704
              0.0038              0.3250              3.8397              0.0220             61.7134
              0.0038              0.3375              3.8397              0.0220             53.7004
              0.0038              0.3500              3.8397              0.0220             47.3397
              0.0038              0.3625              3.8397              0.0220             42.4361
              0.0038              0.3750              3.8397              0.0220             38.7941
              0.0038              0.3875              3.8397              0.0220             36.2207
              0.0038              0.4000              3.8397              0.0220             34.5282
              0.0038              0.4125              3.8397              0.0220             33.5375
              0.0038              0.4250              3.8397              0.0220             33.0805
              0.0038              0.4375              3.8397              0.0220             33.0032
              0.0038              0.4500              3.8397              0.0220             33.1680
              0.0038              0.4625              3.8397              0.0220             33.4568
              0.0038              0.4750              3.8397              0.0220             33.7721
              0.0038              0.4875              3.8397              0.0220             34.0396
              0.0038              0.5000              3.8397              0.0220             34.2091
              0.0038              0.5125              3.8397              0.0220             34.2553
              0.0038              0.5250              3.8397              0.0220             34.1786
              0.0038              0.5375              3.8397              0.0220             34.0045
              0.0038              0.5500              3.8397              0.0220             33.7838
              0.0038              0.5625              3.8397              0.0220             33.5908
              0.0038              0.5750              3.8397              0.0220             33.5225
              0.0038              0.5875              3.8397              0.0220             33.6965
              0.0038              0.6000              3.8397              0.0220             34.2488
              0.0038              0.6125              3.8397              0.0220             35.3315
              0.0038              0.6250              3.8397              0.0220             37.1101
              0.0038              0.6375              3.8397              0.0220             39.7607
              0.0038              0.6500              3.8397              0.0220             43.4667
              0.0038              0.6625              3.8397              0.0220             48.4168
              0.0038              0.6750              3.8397              0.0220             54.8015
              0.0038              0.6875              3.8397              0.0220             62.8102
              0.0038              0.7000              3.8397              0.0220             72.6283
              0.0038              0.7125              3.8397              0.0220             84.4373
              0.0038              0.7250              3.8397              0.0220             98.4089
              0.0039              0.3000              3.8397              0.0220             86.2017
              0.0039              0.3125              3.8397              0.0220             74.4186
              0.0039              0.3250              3.8397              0.0220             64.6630
              0.0039              0.3375              3.8397              0.0220             56.7485
              0.0039              0.3500              3.8397              0.0220             50.4823
              0.0039              0.3625              3.8397              0.0220             45.6687
              0.0039              0.3750              3.8397              0.0220             42.1112
              0.0039              0.3875              3.8397              0.0220             39.6165
              0.0039              0.4000              3.8397              0.0220             37.9962
              0.0039              0.4125              3.8397              0.0220             37.0706
              0.0039              0.4250              3.8397              0.0220             36.6709
              0.0039              0.4375              3.8397              0.0220             36.6426
              0.0039              0.4500              3.8397              0.0220             36.8478
              0.0039              0.4625              3.8397              0.0220             37.1675
              0.0039              0.4750              3.8397              0.0220             37.5048
              0.0039              0.4875              3.8397              0.0220             37.7848
              0.0039              0.5000              3.8397              0.0220             37.9572
              0.0039              0.5125              3.8397              0.0220             37.9969
              0.0039              0.5250              3.8397              0.0220             37.9043
              0.0039              0.5375              3.8397              0.0220             37.7058
              0.0039              0.5500              3.8397              0.0220             37.4517
              0.0039              0.5625              3.8397              0.0220             37.2172
              0.0039              0.5750              3.8397              0.0220             37.0998
              0.0039              0.5875              3.8397              0.0220             37.2178
              0.0039              0.6000              3.8397              0.0220             37.7079
              0.0039              0.6125              3.8397              0.0220             38.7229
              0.0039              0.6250              3.8397              0.0220             40.4291
              0.0039              0.6375              3.8397              0.0220             43.0032
              0.0039              0.6500              3.8397              0.0220             46.6294
              0.0039              0.6625              3.8397              0.0220             51.4971
              0.0039              0.6750              3.8397              0.0220             57.7973
              0.0039              0.6875              3.8397              0.0220             65.7200
              0.0039              0.7000              3.8397              0.0220             75.4513
              0.0039              0.7125              3.8397              0.0220             87.1728
              0.0039              0.7250              3.8397              0.0220            101.0566
              0.0040              0.3000              3.8397              0.0220             89.3274
              0.0040              0.3125              3.8397              0.0220             77.6482
              0.0040              0.3250              3.8397              0.0220             67.9926
              0.0040              0.3375              3.8397              0.0220             60.1738
              0.0040              0.3500              3.8397              0.0220             53.9986
              0.0040              0.3625              3.8397              0.0220             49.2706
              0.0040              0.3750              3.8397              0.0220             45.7935
              0.0040              0.3875              3.8397              0.0220             43.3730
              0.0040              0.4000              3.8397              0.0220             41.8206
              0.0040              0.4125              3.8397              0.0220             40.9558
              0.0040              0.4250              3.8397              0.0220             40.6098
              0.0040              0.4375              3.8397              0.0220             40.6275
              0.0040              0.4500              3.8397              0.0220             40.8705
              0.0040              0.4625              3.8397              0.0220             41.2205
              0.0040              0.4750              3.8397              0.0220             41.5794
              0.0040              0.4875              3.8397              0.0220             41.8726
              0.0040              0.5000              3.8397              0.0220             42.0498
              0.0040              0.5125              3.8397              0.0220             42.0858
              0.0040              0.5250              3.8397              0.0220             41.9814
              0.0040              0.5375              3.8397              0.0220             41.7626
              0.0040              0.5500              3.8397              0.0220             41.4808
              0.0040              0.5625              3.8397              0.0220             41.2115
              0.0040              0.5750              3.8397              0.0220             41.0520
              0.0040              0.5875              3.8397              0.0220             41.1214
              0.0040              0.6000              3.8397              0.0220             41.5568
              0.0040              0.6125              3.8397              0.0220             42.5115
              0.0040              0.6250              3.8397              0.0220             44.1523
              0.0040              0.6375              3.8397              0.0220             46.6564
              0.0040              0.6500              3.8397              0.0220             50.2087
              0.0040              0.6625              3.8397              0.0220             54.9987
              0.0040              0.6750              3.8397              0.0220             61.2181
              0.0040              0.6875              3.8397              0.0220             69.0571
              0.0040              0.7000              3.8397              0.0220             78.7028
              0.0040              0.7125              3.8397              0.0220             90.3351
              0.0040              0.7250              3.8397              0.0220            104.1283
              0.0041              0.3000              3.8397              0.0220             91.0818
              0.0041              0.3125              3.8397              0.0220             79.4655
              0.0041              0.3250              3.8397              0.0220             69.8721
              0.0041              0.3375              3.8397              0.0220             62.1136
              0.0041              0.3500              3.8397              0.0220             55.9966
              0.0041              0.3625              3.8397              0.0220             51.3241
              0.0041              0.3750              3.8397              0.0220             47.8995
              0.0041              0.3875              3.8397              0.0220             45.5283
              0.0041              0.4000              3.8397              0.0220             44.0213
              0.0041              0.4125              3.8397              0.0220             43.1978
              0.0041              0.4250              3.8397              0.0220             42.8880
              0.0041              0.4375              3.8397              0.0220             42.9374
              0.0041              0.4500              3.8397              0.0220             43.2072
              0.0041              0.4625              3.8397              0.0220             43.5782
              0.0041              0.4750              3.8397              0.0220             43.9524
              0.0041              0.4875              3.8397              0.0220             44.2550
              0.0041              0.5000              3.8397              0.0220             44.4358
              0.0041              0.5125              3.8397              0.0220             44.4696
              0.0041              0.5250              3.8397              0.0220             44.3572
              0.0041              0.5375              3.8397              0.0220             44.1250
              0.0041              0.5500              3.8397              0.0220             43.8246
              0.0041              0.5625              3.8397              0.0220             43.5315
              0.0041              0.5750              3.8397              0.0220             43.3440
              0.0041              0.5875              3.8397              0.0220             43.3815
              0.0041              0.6000              3.8397              0.0220             43.7811
              0.0041              0.6125              3.8397              0.0220             44.6969
              0.0041              0.6250              3.8397              0.0220             46.2961
              0.0041              0.6375              3.8397              0.0220             48.7565
              0.0041              0.6500              3.8397              0.0220             52.2633
              0.0041              0.6625              3.8397              0.0220             57.0066
              0.0041              0.6750              3.8397              0.0220             63.1781
              0.0041              0.6875              3.8397              0.0220             70.9687
              0.0041              0.7000              3.8397              0.0220             80.5656
              0.0041              0.7125              3.8397              0.0220             92.1492
              0.0041              0.7250              3.8397              0.0220            105.8933
              0.0042              0.3000              3.8397              0.0220             93.3099
              0.0042              0.3125              3.8397              0.0220             81.7819
              0.0042              0.3250              3.8397              0.0220             72.2748
              0.0042              0.3375              3.8397              0.0220             64.6002
              0.0042              0.3500              3.8397              0.0220             58.5637
              0.0042              0.3625              3.8397              0.0220             53.9683
              0.0042              0.3750              3.8397              0.0220             50.6164
              0.0042              0.3875              3.8397              0.0220             48.3128
              0.0042              0.4000              3.8397              0.0220             46.8678
              0.0042              0.4125              3.8397              0.0220             46.0997
              0.0042              0.4250              3.8397              0.0220             45.8391
              0.0042              0.4375              3.8397              0.0220             45.9301
              0.0042              0.4500              3.8397              0.0220             46.2336
              0.0042              0.4625              3.8397              0.0220             46.6302
              0.0042              0.4750              3.8397              0.0220             47.0217
              0.0042              0.4875              3.8397              0.0220             47.3332
              0.0042              0.5000              3.8397              0.0220             47.5143
              0.0042              0.5125              3.8397              0.0220             47.5400
              0.0042              0.5250              3.8397              0.0220             47.4114
              0.0042              0.5375              3.8397              0.0220             47.1552
              0.0042              0.5500              3.8397              0.0220             46.8233
              0.0042              0.5625              3.8397              0.0220             46.4918
              0.0042              0.5750              3.8397              0.0220             46.2597
              0.0042              0.5875              3.8397              0.0220             46.2468
              0.0042              0.6000              3.8397              0.0220             46.5916
              0.0042              0.6125              3.8397              0.0220             47.4481
              0.0042              0.6250              3.8397              0.0220             48.9845
