#   Delta m^2 [eV^2]      sin^2 theta_23   delta_CP [0, 2pi)      sin^2 theta_13               chi^2
              0.0023              0.6125              0.1745              0.0220             14.4815
              0.0023              0.6250              0.1745              0.0220             17.5943
              0.0023              0.6375              0.1745              0.0220             21.6225
              0.0023              0.6500              0.1745              0.0220             26.7349
              0.0023              0.6625              0.1745              0.0220             33.1056
              0.0023              0.6750              0.1745              0.0220             40.9115
              0.0023              0.6875              0.1745              0.0220             50.3293
              0.0023              0.7000              0.1745              0.0220             61.5339
              0.0023              0.7125              0.1745              0.0220             74.6955
              0.0023              0.7250              0.1745              0.0220             89.9774
              0.0024              0.3000              0.1745              0.0220             68.8483
              0.0024              0.3125              0.1745              0.0220             55.2799
              0.0024              0.3250              0.1745              0.0220             43.7841
              0.0024              0.3375              0.1745              0.0220             34.1875
              0.0024              0.3500              0.1745              0.0220             26.3116
              0.0024              0.3625              0.1745              0.0220             19.9751
              0.0024              0.3750              0.1745              0.0220             14.9954
              0.0024              0.3875              0.1745              0.0220             11.1931
              0.0024              0.4000              0.1745              0.0220              8.3927
              0.0024              0.4125              0.1745              0.0220              6.4263
              0.0024              0.4250              0.1745              0.0220              5.1358
              0.0024              0.4375              0.1745              0.0220              4.3759
              0.0024              0.4500              0.1745              0.0220              4.0160
              0.0024              0.4625              0.1745              0.0220              3.9423
              0.0024              0.4750              0.1745              0.0220              4.0614
              0.0024              0.4875              0.1745              0.0220              4.2994
              0.0024              0.5000              0.1745              0.0220              4.6049
              0.0024              0.5125              0.1745              0.0220              4.9493
              0.0024              0.5250              0.1745              0.0220              5.3276
              0.0024              0.5375              0.1745              0.0220              5.7582
              0.0024              0.5500              0.1745              0.0220              6.2824
              0.0024              0.5625              0.1745              0.0220              6.9641
              0.0024              0.5750              0.1745              0.0220              7.8882
              0.0024              0.5875              0.1745              0.0220              9.1593
              0.0024              0.6000              0.1745              0.0220             10.8987
              0.0024              0.6125              0.1745              0.0220             13.2445
              0.0024              0.6250              0.1745              0.0220             16.3471
              0.0024              0.6375              0.1745              0.0220             20.3679
              0.0024              0.6500              0.1745              0.0220             25.4762
              0.0024              0.6625              0.1745              0.0220             31.8463
              0.0024              0.6750              0.1745              0.0220             39.6556
              0.0024              0.6875              0.1745              0.0220             49.0810
              0.0024              0.7000              0.1745              0.0220             60.2978
              0.0024              0.7125              0.1745              0.0220             73.4761
              0.0024              0.7250              0.1745              0.0220             88.7795
              0.0025              0.3000              0.1745              0.0220             70.5268
              0.0025              0.3125              0.1745              0.0220             56.9711
              0.0025              0.3250              0.1745              0.0220             45.4851
              0.0025              0.3375              0.1745              0.0220             35.8957
              0.0025              0.3500              0.1745              0.0220             28.0246
              0.0025              0.3625              0.1745              0.0220             21.6905
              0.0025              0.3750              0.1745              0.0220             16.7111
              0.0025              0.3875              0.1745              0.0220             12.9069
              0.0025              0.4000              0.1745              0.0220             10.1027
              0.0025              0.4125              0.1745              0.0220              8.1307
              0.0025              0.4250              0.1745              0.0220              6.8328
              0.0025              0.4375              0.1745              0.0220              6.0637
              0.0025              0.4500              0.1745              0.0220              5.6931
              0.0025              0.4625              0.1745              0.0220              5.6072
              0.0025              0.4750              0.1745              0.0220              5.7126
              0.0025              0.4875              0.1745              0.0220              5.9357
              0.0025              0.5000              0.1745              0.0220              6.2250
              0.0025              0.5125              0.1745              0.0220              6.5522
              0.0025              0.5250              0.1745              0.0220              6.9123
              0.0025              0.5375              0.1745              0.0220              7.3238
              0.0025              0.5500              0.1745              0.0220              7.8284
              0.0025              0.5625              0.1745              0.0220              8.4898
              0.0025              0.5750              0.1745              0.0220              9.3932
              0.0025              0.5875              0.1745              0.0220             10.6435
              0.0025              0.6000              0.1745              0.0220             12.3619
              0.0025              0.6125              0.1745              0.0220             14.6866
              0.0025              0.6250              0.1745              0.0220             17.7685
              0.0025              0.6375              0.1745              0.0220             21.7687
              0.0025              0.6500              0.1745              0.0220             26.8566
              0.0025              0.6625              0.1745              0.0220             33.2068
              0.0025              0.6750              0.1745              0.0220             40.9965
              0.0025              0.6875              0.1745              0.0220             50.4027
              0.0025              0.7000              0.1745              0.0220             61.6005
              0.0025              0.7125              0.1745              0.0220             74.7602
              0.0025              0.7250              0.1745              0.0220             90.0451
              0.0026              0.3000              0.1745              0.0220             71.6864
              0.0026              0.3125              0.1745              0.0220             58.1824
              0.0026              0.3250              0.1745              0.0220             46.7476
              0.0026              0.3375              0.1745              0.0220             37.2086
              0.0026              0.3500              0.1745              0.0220             29.3866
              0.0026              0.3625              0.1745              0.0220             23.0990
              0.0026              0.3750              0.1745              0.0220             18.1639
              0.0026              0.3875              0.1745              0.0220             14.4009
              0.0026              0.4000              0.1745              0.0220             11.6340
              0.0026              0.4125              0.1745              0.0220              9.6949
              0.0026              0.4250              0.1745              0.0220              8.4250
              0.0026              0.4375              0.1745              0.0220              7.6782
              0.0026              0.4500              0.1745              0.0220              7.3243
              0.0026              0.4625              0.1745              0.0220              7.2491
              0.0026              0.4750              0.1745              0.0220              7.3585
              0.0026              0.4875              0.1745              0.0220              7.5786
              0.0026              0.5000              0.1745              0.0220              7.8582
              0.0026              0.5125              0.1745              0.0220              8.1687
              0.0026              0.5250              0.1745              0.0220              8.5055
              0.0026              0.5375              0.1745              0.0220              8.8871
              0.0026              0.5500              0.1745              0.0220              9.3555
              0.0026              0.5625              0.1745              0.0220              9.9751
              0.0026              0.5750              0.1745              0.0220             10.8313
              0.0026              0.5875              0.1745              0.0220             12.0293
              0.0026              0.6000              0.1745              0.0220             13.6923
              0.0026              0.6125              0.1745              0.0220             15.9578
              0.0026              0.6250              0.1745              0.0220             18.9777
              0.0026              0.6375              0.1745              0.0220             22.9143
              0.0026              0.6500              0.1745              0.0220             27.9375
              0.0026              0.6625              0.1745              0.0220             34.2226
              0.0026              0.6750              0.1745              0.0220             41.9476
              0.0026              0.6875              0.1745              0.0220             51.2905
              0.0026              0.7000              0.1745              0.0220             62.4263
              0.0026              0.7125              0.1745              0.0220             75.5263
              0.0026              0.7250              0.1745              0.0220             90.7543
              0.0027              0.3000              0.1745              0.0220             72.4549
              0.0027              0.3125              0.1745              0.0220             58.9931
              0.0027              0.3250              0.1745              0.0220             47.6015
              0.0027              0.3375              0.1745              0.0220             38.1058
              0.0027              0.3500              0.1745              0.0220             30.3269
              0.0027              0.3625              0.1745              0.0220             24.0819
              0.0027              0.3750              0.1745              0.0220             19.1881
              0.0027              0.3875              0.1745              0.0220             15.4644
              0.0027              0.4000              0.1745              0.0220             12.7345
              0.0027              0.4125              0.1745              0.0220             10.8293
              0.0027              0.4250              0.1745              0.0220              9.5893
              0.0027              0.4375              0.1745              0.0220              8.8688
              0.0027              0.4500              0.1745              0.0220              8.5362
              0.0027              0.4625              0.1745              0.0220              8.4773
              0.0027              0.4750              0.1745              0.0220              8.5975
              0.0027              0.4875              0.1745              0.0220              8.8228
              0.0027              0.5000              0.1745              0.0220              9.1018
              0.0027              0.5125              0.1745              0.0220              9.4059
              0.0027              0.5250              0.1745              0.0220              9.7305
              0.0027              0.5375              0.1745              0.0220             10.0945
              0.0027              0.5500              0.1745              0.0220             10.5402
              0.0027              0.5625              0.1745              0.0220             11.1321
              0.0027              0.5750              0.1745              0.0220             11.9565
              0.0027              0.5875              0.1745              0.0220             13.1189
              0.0027              0.6000              0.1745              0.0220             14.7429
              0.0027              0.6125              0.1745              0.0220             16.9678
              0.0027              0.6250              0.1745              0.0220             19.9452
              0.0027              0.6375              0.1745              0.0220             23.8382
              0.0027              0.6500              0.1745              0.0220             28.8177
              0.0027              0.6625              0.1745              0.0220             35.0597
              0.0027              0.6750              0.1745              0.0220             42.7427
              0.0027              0.6875              0.1745              0.0220             52.0455
              0.0027              0.7000              0.1745              0.0220             63.1436
              0.0027              0.7125              0.1745              0.0220             76.2087
              0.0027              0.7250              0.1745              0.0220             91.4051
              0.0028              0.3000              0.1745              0.0220             73.1189
              0.0028              0.3125              0.1745              0.0220             59.6576
              0.0028              0.3250              0.1745              0.0220             48.2658
              0.0028              0.3375              0.1745              0.0220             38.7699
              0.0028              0.3500              0.1745              0.0220             30.9895
              0.0028              0.3625              0.1745              0.0220             24.7431
              0.0028              0.3750              0.1745              0.0220             19.8474
              0.0028              0.3875              0.1745              0.0220             16.1215
              0.0028              0.4000              0.1745              0.0220             13.3890
              0.0028              0.4125              0.1745              0.0220             11.4806
              0.0028              0.4250              0.1745              0.0220             10.2371
              0.0028              0.4375              0.1745              0.0220              9.5125
              0.0028              0.4500              0.1745              0.0220              9.1752
              0.0028              0.4625              0.1745              0.0220              9.1111
              0.0028              0.4750              0.1745              0.0220              9.2255
              0.0028              0.4875              0.1745              0.0220              9.4444
              0.0028              0.5000              0.1745              0.0220              9.7163
              0.0028              0.5125              0.1745              0.0220             10.0130
              0.0028              0.5250              0.1745              0.0220             10.3297
              0.0028              0.5375              0.1745              0.0220             10.6855
              0.0028              0.5500              0.1745              0.0220             11.1227
              0.0028              0.5625              0.1745              0.0220             11.7062
              0.0028              0.5750              0.1745              0.0220             12.5222
              0.0028              0.5875              0.1745              0.0220             13.6766
              0.0028              0.6000              0.1745              0.0220             15.2931
              0.0028              0.6125              0.1745              0.0220             17.5108
              0.0028              0.6250              0.1745              0.0220             20.4825
              0.0028              0.6375              0.1745              0.0220             24.3706
              0.0028              0.6500              0.1745              0.0220             29.3463
              0.0028              0.6625              0.1745              0.0220             35.5858
              0.0028              0.6750              0.1745              0.0220             43.2677
              0.0028              0.6875              0.1745              0.0220             52.5708
              0.0028              0.7000              0.1745              0.0220             63.6710
              0.0028              0.7125              0.1745              0.0220             76.7392
              0.0028              0.7250              0.1745              0.0220             91.9401
              0.0029              0.3000              0.1745              0.0220             74.5520
              0.0029              0.3125              0.1745              0.0220             61.1415
              0.0029              0.3250              0.1745              0.0220             49.7996
              0.0029              0.3375              0.1745              0.0220             40.3522
              0.0029              0.3500              0.1745              0.0220             32.6188
              0.0029              0.3625              0.1745              0.0220             26.4171
              0.0029              0.3750              0.1745              0.0220             21.5636
              0.0029              0.3875              0.1745              0.0220             17.8767
              0.0029              0.4000              0.1745              0.0220             15.1796
              0.0029              0.4125              0.1745              0.0220             13.3022
              0.0029              0.4250              0.1745              0.0220             12.0856
              0.0029              0.4375              0.1745              0.0220             11.3826
              0.0029              0.4500              0.1745              0.0220             11.0614
              0.0029              0.4625              0.1745              0.0220             11.0077
              0.0029              0.4750              0.1745              0.0220             11.1264
              0.0029              0.4875              0.1745              0.0220             11.3435
              0.0029              0.5000              0.1745              0.0220             11.6074
              0.0029              0.5125              0.1745              0.0220             11.8897
              0.0029              0.5250              0.1745              0.0220             12.1860
              0.0029              0.5375              0.1745              0.0220             12.5154
              0.0029              0.5500              0.1745              0.0220             12.9207
              0.0029              0.5625              0.1745              0.0220             13.4672
              0.0029              0.5750              0.1745              0.0220             14.2414
              0.0029              0.5875              0.1745              0.0220             15.3498
              0.0029              0.6000              0.1745              0.0220             16.9168
              0.0029              0.6125              0.1745              0.0220             19.0821
              0.0029              0.6250              0.1745              0.0220             21.9992
              0.0029              0.6375              0.1745              0.0220             25.8311
              0.0029              0.6500              0.1745              0.0220             30.7498
              0.0029              0.6625              0.1745              0.0220             36.9321
              0.0029              0.6750              0.1745              0.0220             44.5572
              0.0029              0.6875              0.1745              0.0220             53.8045
              0.0029              0.7000              0.1745              0.0220             64.8504
              0.0029              0.7125              0.1745              0.0220             77.8663
              0.0029              0.7250              0.1745              0.0220             93.0173
              0.0030              0.3000              0.1745              0.0220             76.8167
              0.0030              0.3125              0.1745              0.0220             63.4917
              0.0030              0.3250              0.1745              0.0220             52.2336
              0.0030              0.3375              0.1745              0.0220             42.8663
              0.0030              0.3500              0.1745              0.0220             35.2106
              0.0030              0.3625              0.1745              0.0220             29.0830
              0.0030              0.3750              0.1745              0.0220             24.2994
              0.0030              0.3875              0.1745              0.0220             20.6778
              0.0030              0.4000              0.1745              0.0220             18.0404
              0.0030              0.4125              0.1745              0.0220             16.2174
              0.0030              0.4250              0.1745              0.0220             15.0486
              0.0030              0.4375              0.1745              0.0220             14.3865
              0.0030              0.4500              0.1745              0.0220             14.0990
              0.0030              0.4625              0.1745              0.0220             14.0713
              0.0030              0.4750              0.1745              0.0220             14.2079
              0.0030              0.4875              0.1745              0.0220             14.4348
              0.0030              0.5000              0.1745              0.0220             14.7001
              0.0030              0.5125              0.1745              0.0220             14.9756
              0.0030              0.5250              0.1745              0.0220             15.2567
              0.0030              0.5375              0.1745              0.0220             15.5630
              0.0030              0.5500              0.1745              0.0220             15.9373
              0.0030              0.5625              0.1745              0.0220             16.4453
              0.0030              0.5750              0.1745              0.0220             17.1742
              0.0030              0.5875              0.1745              0.0220             18.2309
              0.0030              0.6000              0.1745              0.0220             19.7403
              0.0030              0.6125              0.1745              0.0220             21.8428
              0.0030              0.6250              0.1745              0.0220             24.6923
              0.0030              0.6375              0.1745              0.0220             28.4534
              0.0030              0.6500              0.1745              0.0220             33.2977
              0.0030              0.6625              0.1745              0.0220             39.4031
              0.0030              0.6750              0.1745              0.0220             46.9496
              0.0030              0.6875              0.1745              0.0220             56.1168
              0.0030              0.7000              0.1745              0.0220             67.0820
              0.0030              0.7125              0.1745              0.0220             80.0169
              0.0030              0.7250              0.1745              0.0220             95.0871
              0.0031              0.3000              0.1745              0.0220             78.3516
              0.0031              0.3125              0.1745              0.0220             65.0721
              0.0031              0.3250              0.1745              0.0220             53.8576
              0.0031              0.3375              0.1745              0.0220             44.5322
              0.0031              0.3500              0.1745              0.0220             36.9161
              0.0031              0.3625              0.1745              0.0220             30.8260
              0.0031              0.3750              0.1745              0.0220             26.0774
              0.0031              0.3875              0.1745              0.0220             22.4879
              0.0031              0.4000              0.1745              0.0220             19.8794
              0.0031              0.4125              0.1745              0.0220             18.0821
              0.0031              0.4250              0.1745              0.0220             16.9354
              0.0031              0.4375              0.1745              0.0220             16.2915
              0.0031              0.4500              0.1745              0.0220             16.0181
              0.0031              0.4625              0.1745              0.0220             16.0001
              0.0031              0.4750              0.1745              0.0220             16.1421
              0.0031              0.4875              0.1745              0.0220             16.3697
              0.0031              0.5000              0.1745              0.0220             16.6313
              0.0031              0.5125              0.1745              0.0220             16.8985
              0.0031              0.5250              0.1745              0.0220             17.1670
              0.0031              0.5375              0.1745              0.0220             17.4562
              0.0031              0.5500              0.1745              0.0220             17.8095
              0.0031              0.5625              0.1745              0.0220             18.2928
              0.0031              0.5750              0.1745              0.0220             18.9935
              0.0031              0.5875              0.1745              0.0220             20.0189
              0.0031              0.6000              0.1745              0.0220             21.4944
              0.0031              0.6125              0.1745              0.0220             23.5607
              0.0031              0.6250              0.1745              0.0220             26.3721
              0.0031              0.6375              0.1745              0.0220             30.0933
              0.0031              0.6500              0.1745              0.0220             34.8974
              0.0031              0.6625              0.1745              0.0220             40.9615
              0.0031              0.6750              0.1745              0.0220             48.4664
              0.0031              0.6875              0.1745              0.0220             57.5920
              0.0031              0.7000              0.1745              0.0220             68.5158
              0.0031              0.7125              0.1745              0.0220             81.4098
              0.0031              0.7250              0.1745              0.0220             96.4394
              0.0032              0.3000              0.1745              0.0220             80.4496
              0.0032              0.3125              0.1745              0.0220             67.2392
              0.0032              0.3250              0.1745              0.0220             56.0915
              0.0032              0.3375              0.1745              0.0220             46.8307
              0.0032              0.3500              0.1745              0.0220             39.2767
              0.0032              0.3625              0.1745              0.0220             33.2454
              0.0032              0.3750              0.1745              0.0220             28.5521
              0.0032              0.3875              0.1745              0.0220             25.0137
              0.0032              0.4000              0.1745              0.0220             22.4524
              0.0032              0.4125              0.1745              0.0220             20.6972
              0.0032              0.4250              0.1745              0.0220             19.5872
              0.0032              0.4375              0.1745              0.0220             18.9743
              0.0032              0.4500              0.1745              0.0220             18.7257
              0.0032              0.4625              0.1745              0.0220             18.7261
              0.0032              0.4750              0.1745              0.0220             18.8798
              0.0032              0.4875              0.1745              0.0220             19.1124
              0.0032              0.5000              0.1745              0.0220             19.3718
              0.0032              0.5125              0.1745              0.0220             19.6300
              0.0032              0.5250              0.1745              0.0220             19.8825
              0.0032              0.5375              0.1745              0.0220             20.1491
              0.0032              0.5500              0.1745              0.0220             20.4734
              0.0032              0.5625              0.1745              0.0220             20.9215
              0.0032              0.5750              0.1745              0.0220             21.5812
              0.0032              0.5875              0.1745              0.0220             22.5605
              0.0032              0.6000              0.1745              0.0220             23.9851
              0.0032              0.6125              0.1745              0.0220             25.9964
              0.0032              0.6250              0.1745              0.0220             28.7492
              0.0032              0.6375              0.1745              0.0220             32.4089
              0.0032              0.6500              0.1745              0.0220             37.1490
              0.0032              0.6625              0.1745              0.0220             43.1473
              0.0032              0.6750              0.1745              0.0220             50.5851
              0.0032              0.6875              0.1745              0.0220             59.6428
              0.0032              0.7000              0.1745              0.0220             70.4982
              0.0032              0.7125              0.1745              0.0220             83.3242
              0.0032              0.7250              0.1745              0.0220             98.2855
              0.0033              0.3000              0.1745              0.0220             82.3571
              0.0033              0.3125              0.1745              0.0220             69.2092
              0.0033              0.3250              0.1745              0.0220             58.1207
              0.0033              0.3375              0.1745              0.0220             48.9170
              0.0033              0.3500              0.1745              0.0220             41.4172
              0.0033              0.3625              0.1745              0.0220             35.4369
              0.0033              0.3750              0.1745              0.0220             30.7908
              0.0033              0.3875              0.1745              0.0220             27.2961
              0.0033              0.4000              0.1745              0.0220             24.7739
              0.0033              0.4125              0.1745              0.0220             23.0531
              0.0033              0.4250              0.1745              0.0220             21.9724
              0.0033              0.4375              0.1745              0.0220             21.3834
              0.0033              0.4500              0.1745              0.0220             21.1530
              0.0033              0.4625              0.1745              0.0220             21.1657
              0.0033              0.4750              0.1745              0.0220             21.3255
              0.0033              0.4875              0.1745              0.0220             21.5575
              0.0033              0.5000              0.1745              0.0220             21.8106
              0.0033              0.5125              0.1745              0.0220             22.0561
              0.0033              0.5250              0.1745              0.0220             22.2899
              0.0033              0.5375              0.1745              0.0220             22.5323
              0.0033              0.5500              0.1745              0.0220             22.8262
              0.0033              0.5625              0.1745              0.0220             23.2386
              0.0033              0.5750              0.1745              0.0220             23.8577
              0.0033              0.5875              0.1745              0.0220             24.7917
              0.0033              0.6000              0.1745              0.0220             26.1670
              0.0033              0.6125              0.1745              0.0220             28.1254
              0.0033              0.6250              0.1745              0.0220             30.8223
              0.0033              0.6375              0.1745              0.0220             34.4235
              0.0033              0.6500              0.1745              0.0220             39.1028
              0.0033              0.6625              0.1745              0.0220             45.0394
              0.0033              0.6750              0.1745              0.0220             52.4140
              0.0033              0.6875              0.1745              0.0220             61.4079
              0.0033              0.7000              0.1745              0.0220             72.1993
              0.0033              0.7125              0.1745              0.0220             84.9611
              0.0033              0.7250              0.1745              0.0220             99.8586
              0.0034              0.3000              0.1745              0.0220             84.1094
              0.0034              0.3125              0.1745              0.0220             71.0320
              0.0034              0.3250              0.1745              0.0220             60.0130
              0.0034              0.3375              0.1745              0.0220             50.8772
              0.0034              0.3500              0.1745              0.0220             43.4430
              0.0034              0.3625              0.1745              0.0220             37.5257
              0.0034              0.3750              0.1745              0.0220             32.9392
              0.0034              0.3875              0.1745              0.0220             29.5003
              0.0034              0.4000              0.1745              0.0220             27.0294
              0.0034              0.4125              0.1745              0.0220             25.3548
              0.0034              0.4250              0.1745              0.0220             24.3146
              0.0034              0.4375              0.1745              0.0220             23.7599
              0.0034              0.4500              0.1745              0.0220             23.5566
              0.0034              0.4625              0.1745              0.0220             23.5896
              0.0034              0.4750              0.1745              0.0220             23.7622
              0.0034              0.4875              0.1745              0.0220             23.9997
              0.0034              0.5000              0.1745              0.0220             24.2499
              0.0034              0.5125              0.1745              0.0220             24.4847
              0.0034              0.5250              0.1745              0.0220             24.6998
              0.0034              0.5375              0.1745              0.0220             24.9154
              0.0034              0.5500              0.1745              0.0220             25.1756
              0.0034              0.5625              0.1745              0.0220             25.5472
              0.0034              0.5750              0.1745              0.0220             26.1195
              0.0034              0.5875              0.1745              0.0220             27.0002
              0.0034              0.6000              0.1745              0.0220             28.3169
              0.0034              0.6125              0.1745              0.0220             30.2120
              0.0034              0.6250              0.1745              0.0220             32.8417
              0.0034              0.6375              0.1745              0.0220             36.3724
              0.0034              0.6500              0.1745              0.0220             40.9788
              0.0034              0.6625              0.1745              0.0220             46.8405
              0.0034              0.6750              0.1745              0.0220             54.1394
              0.0034              0.6875              0.1745              0.0220             63.0569
              0.0034              0.7000              0.1745              0.0220             73.7720
              0.0034              0.7125              0.1745              0.0220             86.4582
              0.0034              0.7250              0.1745              0.0220            101.2815
              0.0035              0.3000              0.1745              0.0220             86.1194
              0.0035              0.3125              0.1745              0.0220             73.0945
              0.0035              0.3250              0.1745              0.0220             62.1262
              0.0035              0.3375              0.1745              0.0220             53.0388
              0.0035              0.3500              0.1745              0.0220             45.6506
              0.0035              0.3625              0.1745              0.0220             39.7761
              0.0035              0.3750              0.1745              0.0220             35.2301
              0.0035              0.3875              0.1745              0.0220             31.8283
              0.0035              0.4000              0.1745              0.0220             29.3912
              0.0035              0.4125              0.1745              0.0220             27.7466
              0.0035              0.4250              0.1745              0.0220             26.7325
              0.0035              0.4375              0.1745              0.0220             26.1992
              0.0035              0.4500              0.1745              0.0220             26.0138
              0.0035              0.4625              0.1745              0.0220             26.0596
              0.0035              0.4750              0.1745              0.0220             26.2403
              0.0035              0.4875              0.1745              0.0220             26.4810
              0.0035              0.5000              0.1745              0.0220             26.7295
              0.0035              0.5125              0.1745              0.0220             26.9575
              0.0035              0.5250              0.1745              0.0220             27.1610
              0.0035              0.5375              0.1745              0.0220             27.3602
              0.0035              0.5500              0.1745              0.0220             27.5992
              0.0035              0.5625              0.1745              0.0220             27.9454
              0.0035              0.5750              0.1745              0.0220             28.4875
              0.0035              0.5875              0.1745              0.0220             29.3353
              0.0035              0.6000              0.1745              0.0220             30.6149
              0.0035              0.6125              0.1745              0.0220             32.4698
              0.0035              0.6250              0.1745              0.0220             35.0564
              0.0035              0.6375              0.1745              0.0220             38.5417
              0.0035              0.6500              0.1745              0.0220             43.1005
              0.0035              0.6625              0.1745              0.0220             48.9127
              0.0035              0.6750              0.1745              0.0220             56.1608
              0.0035              0.6875              0.1745              0.0220             65.0262
              0.0035              0.7000              0.1745              0.0220             75.6880
              0.0035              0.7125              0.1745              0.0220             88.3201
              0.0035              0.7250              0.1745              0.0220            103.0886
              0.0036              0.3000              0.1745              0.0220             89.1989
              0.0036              0.3125              0.1745              0.0220             76.2573
              0.0036              0.3250              0.1745              0.0220             65.3682
              0.0036              0.3375              0.1745              0.0220             56.3556
              0.0036              0.3500              0.1745              0.0220             49.0376
              0.0036              0.3625              0.1745              0.0220             43.2287
              0.0036              0.3750              0.1745              0.0220             38.7432
              0.0036              0.3875              0.1745              0.0220             35.3966
              0.0036              0.4000              0.1745              0.0220             33.0092
              0.0036              0.4125              0.1745              0.0220             31.4084
              0.0036              0.4250              0.1745              0.0220             30.4316
              0.0036              0.4375              0.1745              0.0220             29.9301
              0.0036              0.4500              0.1745              0.0220             29.7695
              0.0036              0.4625              0.1745              0.0220             29.8334
              0.0036              0.4750              0.1745              0.0220             30.0253
              0.0036              0.4875              0.1745              0.0220             30.2702
